student_id,course_id,minutes_watched,date_watched,student_type_id
261735,26,6.7,2022-10-14,1
261735,26,8.9,2022-09-06,1
261735,26,12.4,2022-10-08,1
261735,26,20.6,2022-10-06,1
261735,26,24.6,2022-10-07,1
261735,29,10,2022-09-09,1
261735,37,1.6,2022-09-11,1
261735,45,1.4,2022-09-20,1
261735,45,17.8,2022-09-25,1
261735,48,0.3,2022-09-08,1
261736,7,6,2022-01-28,0
261736,7,13.6,2022-01-27,0
261737,3,19.8,2022-06-24,1
261737,3,22.4,2022-06-20,1
261737,3,32.6,2022-06-30,1
261737,3,39.2,2022-07-05,1
261737,3,44,2022-07-01,1
261737,3,45.6,2022-06-22,1
261737,3,106.8,2022-06-18,1
261737,3,189.6,2022-06-19,1
261737,7,21.4,2022-01-30,1
261737,7,31.6,2022-02-06,1
261737,7,36.3,2022-01-29,1
261737,7,60.4,2022-02-04,1
261737,21,0.6,2022-07-31,1
261737,21,3.2,2022-08-02,1
261737,21,5.8,2022-08-06,1
261737,21,24.4,2022-08-07,1
261737,21,29.4,2022-07-29,1
261737,21,30.1,2022-08-14,1
261737,21,53.6,2022-08-01,1
261737,21,80.5,2022-07-30,1
261737,28,0.3,2022-10-19,1
261737,28,8.2,2022-10-20,1
261737,28,32.8,2022-10-16,1
261737,28,44.9,2022-10-18,1
261737,28,87.3,2022-10-17,1
261737,28,125.8,2022-10-15,1
261737,37,0.5,2022-10-06,1
261737,37,1,2022-10-07,1
261737,37,5.1,2022-10-01,1
261737,37,7.4,2022-10-09,1
261737,37,9.3,2022-10-05,1
261737,37,10.4,2022-10-02,1
261737,37,14.7,2022-09-12,1
261737,37,17.4,2022-10-03,1
261737,37,18.5,2022-09-18,1
261737,37,19.2,2022-10-04,1
261737,37,23.6,2022-10-08,1
261737,37,24.5,2022-09-15,1
261737,37,26.2,2022-08-17,1
261737,37,33.5,2022-08-15,1
261737,41,28.4,2022-07-23,1
261737,42,0.7,2022-04-29,1
261738,7,0.5,2022-01-27,0
261739,7,4.7,2022-02-01,0
261741,21,0.4,2022-01-28,0
261742,44,0.9,2022-01-27,0
261743,21,0.5,2022-01-27,0
261745,7,10.2,2022-01-27,0
261746,7,0.1,2022-02-01,0
261746,7,5.1,2022-01-28,0
261746,7,61.6,2022-01-29,0
261748,7,6.5,2022-01-27,0
261750,7,9.9,2022-01-28,0
261750,7,104.5,2022-01-31,0
261750,21,9.1,2022-02-02,0
261750,21,23.2,2022-02-03,0
261750,21,29,2022-02-09,0
261750,21,38.6,2022-02-08,0
261750,21,39.1,2022-02-10,0
261750,21,50.4,2022-02-04,0
261750,21,52.4,2022-02-01,0
261750,24,3.4,2022-02-11,0
261750,24,21.1,2022-03-22,0
261750,24,23.3,2022-03-21,0
261750,46,34.6,2022-03-23,0
261753,3,0.4,2022-03-30,1
261753,7,1.7,2022-03-07,1
261753,7,2.9,2022-03-11,1
261753,7,5.8,2022-03-10,1
261753,7,13.6,2022-03-09,1
261753,7,25.8,2022-03-08,1
261753,14,1,2022-04-08,0
261753,21,0.1,2022-03-15,1
261753,21,0.1,2022-04-11,0
261753,21,0.1,2022-04-15,0
261753,21,0.3,2022-04-13,0
261753,21,0.7,2022-04-10,0
261753,21,1,2022-04-12,0
261753,21,3.1,2022-05-25,0
261753,21,3.8,2022-04-09,0
261753,21,5.6,2022-04-20,0
261753,21,9.7,2022-04-07,0
261753,22,0.1,2022-04-17,0
261753,22,0.8,2022-05-18,0
261753,25,1.9,2022-03-16,1
261753,32,5.9,2022-01-30,0
261754,14,0.7,2022-01-27,0
261755,7,23.8,2022-01-27,1
261755,7,50.9,2022-02-09,1
261756,2,13.6,2022-06-17,1
261756,2,70.2,2022-03-08,1
261756,2,85.3,2022-03-09,1
261756,2,92.6,2022-03-10,1
261756,3,2.2,2022-10-08,1
261756,3,10.8,2022-10-09,1
261756,3,12.6,2022-06-28,1
261756,3,14,2022-07-03,1
261756,3,15.7,2022-06-30,1
261756,3,20.1,2022-07-01,1
261756,3,24.7,2022-06-29,1
261756,3,41.6,2022-03-07,1
261756,3,54,2022-07-06,1
261756,3,89.5,2022-06-21,1
261756,3,104.1,2022-07-05,1
261756,3,154.5,2022-07-04,1
261756,5,56.2,2022-08-04,1
261756,5,92.6,2022-07-17,1
261756,5,132.1,2022-07-18,1
261756,5,164.7,2022-07-19,1
261756,7,31.3,2022-03-31,1
261756,7,57.6,2022-03-30,1
261756,11,52.6,2022-09-16,1
261756,11,141.8,2022-07-21,1
261756,11,145.6,2022-07-22,1
261756,12,61.7,2022-08-13,1
261756,12,127.8,2022-07-23,1
261756,13,56.2,2022-06-06,1
261756,14,2.6,2022-02-16,1
261756,14,15.3,2022-03-18,1
261756,14,33.3,2022-03-17,1
261756,14,45,2022-03-20,1
261756,14,45.7,2022-03-19,1
261756,14,49.6,2022-02-13,1
261756,14,165.3,2022-02-15,1
261756,14,180.2,2022-02-14,1
261756,20,28.6,2022-08-08,1
261756,21,19.8,2022-07-08,1
261756,21,52.9,2022-07-09,1
261756,21,62.1,2022-07-07,1
261756,23,40.6,2022-05-29,1
261756,23,244,2022-05-27,1
261756,24,0.8,2022-06-16,1
261756,24,2.1,2022-06-15,1
261756,24,35,2022-04-22,1
261756,24,58.2,2022-05-22,1
261756,24,73.7,2022-04-21,1
261756,25,3.5,2022-09-06,1
261756,25,5.9,2022-09-05,1
261756,25,34.4,2022-08-09,1
261756,25,81.6,2022-08-14,1
261756,27,12,2022-09-29,1
261756,28,67.4,2022-08-03,1
261756,28,114.6,2022-08-01,1
261756,28,250.3,2022-08-02,1
261756,35,76.5,2022-06-27,1
261756,36,0.1,2022-10-19,1
261756,36,15.9,2022-09-30,1
261756,36,18.5,2022-10-01,1
261756,36,18.9,2022-10-18,1
261756,37,0.2,2022-09-24,1
261756,37,2.3,2022-09-23,1
261756,37,3,2022-09-25,1
261756,37,4,2022-09-27,1
261756,37,87.6,2022-09-21,1
261756,37,92.3,2022-09-22,1
261756,39,0.6,2022-06-18,1
261756,39,13.6,2022-06-10,1
261756,39,13.7,2022-06-13,1
261756,39,20,2022-06-20,1
261756,39,27.8,2022-06-08,1
261756,39,47.4,2022-06-11,1
261756,42,12.6,2022-03-04,1
261756,42,14,2022-04-11,1
261756,42,79.4,2022-04-10,1
261756,42,105.2,2022-04-14,1
261756,42,153.5,2022-04-13,1
261756,46,103.3,2022-04-08,1
261756,46,103.5,2022-04-09,1
261756,49,52.7,2022-02-09,1
261758,7,0.3,2022-05-04,1
261758,7,9.6,2022-05-08,1
261758,7,11.7,2022-05-15,1
261758,7,12,2022-05-22,1
261758,7,18.8,2022-05-07,1
261759,21,1,2022-01-27,0
261765,21,0.3,2022-01-27,0
261766,2,0.4,2022-07-21,1
261766,2,0.9,2022-03-25,1
261766,2,5.7,2022-07-22,1
261766,2,9.8,2022-08-01,1
261766,2,11.1,2022-07-23,1
261766,2,26,2022-07-26,1
261766,2,33.8,2022-07-20,1
261766,2,55,2022-03-23,1
261766,2,65,2022-07-31,1
261766,2,155.9,2022-03-22,1
261766,3,0.3,2022-03-24,1
261766,21,0.4,2022-04-02,1
261766,21,1.1,2022-04-05,1
261766,21,9.1,2022-04-17,1
261766,21,19,2022-04-08,1
261766,21,37.5,2022-04-12,1
261766,21,42.4,2022-04-13,1
261766,21,78.8,2022-04-16,1
261766,23,0.5,2022-03-12,1
261766,23,22.8,2022-02-22,1
261766,23,68.8,2022-03-29,1
261766,24,0.1,2022-05-13,1
261766,24,9.8,2022-05-14,1
261766,24,17,2022-05-11,1
261766,25,3.2,2022-05-25,1
261766,25,16.3,2022-05-21,1
261766,26,0.7,2022-02-24,1
261766,26,11.8,2022-02-08,1
261766,43,9.7,2022-02-09,1
261766,43,14.5,2022-02-12,1
261766,57,0.2,2022-09-17,1
261766,57,3.9,2022-09-08,1
261766,57,8,2022-09-02,1
261766,57,21.9,2022-09-24,1
261768,7,6.5,2022-02-14,1
261768,21,6.6,2022-03-19,1
261768,21,25.4,2022-02-24,1
261768,21,57.1,2022-03-01,1
261771,5,4.2,2022-05-13,1
261771,5,13.7,2022-05-16,1
261771,5,14.9,2022-05-12,1
261771,5,18.4,2022-05-07,1
261771,5,18.6,2022-05-15,1
261771,5,25.7,2022-05-10,1
261771,5,26.4,2022-05-14,1
261771,5,36.5,2022-05-09,1
261771,5,41.3,2022-05-11,1
261771,5,42.3,2022-05-03,1
261771,5,42.6,2022-05-17,1
261771,5,69.6,2022-05-02,1
261771,5,105.2,2022-05-08,1
261771,7,15.6,2022-04-15,1
261771,7,21,2022-04-16,1
261771,7,29.3,2022-04-17,1
261771,7,53.9,2022-04-03,1
261771,11,10.1,2022-04-30,1
261771,11,36,2022-04-29,1
261771,11,46.7,2022-05-01,1
261771,21,3.1,2022-04-19,1
261771,21,21.2,2022-04-25,1
261771,21,27.7,2022-04-18,1
261771,21,33.3,2022-04-24,1
261771,21,41.1,2022-04-22,1
261771,21,55,2022-04-23,1
261771,27,11.4,2022-04-27,1
261771,30,17.5,2022-05-18,1
261772,7,8.7,2022-01-27,0
261773,7,9.8,2022-01-27,1
261773,7,30.5,2022-01-30,1
261773,7,50.2,2022-01-28,1
261773,42,0.2,2022-02-26,1
261773,42,13.1,2022-02-21,1
261773,42,24.6,2022-02-17,1
261773,42,30.8,2022-02-12,1
261773,42,78.1,2022-02-22,1
261773,42,111.9,2022-02-11,1
261773,42,139.5,2022-02-16,1
261773,46,23.1,2022-02-02,1
261773,46,25.1,2022-02-03,1
261773,46,28.3,2022-02-10,1
261773,46,116.4,2022-02-08,1
261774,7,0.5,2022-02-14,0
261774,7,2.2,2022-01-27,0
261774,7,46.4,2022-02-11,0
261774,23,14.6,2022-01-28,0
261775,7,0.1,2022-01-27,0
261776,3,2.8,2022-01-27,0
261777,3,36,2022-03-29,1
261777,3,84,2022-06-16,1
261777,4,5,2022-03-18,1
261777,4,7,2022-07-19,1
261777,4,7.5,2022-06-02,1
261777,4,13.4,2022-05-27,1
261777,4,18.9,2022-05-29,1
261777,4,21.2,2022-05-23,1
261777,4,24,2022-05-28,1
261777,4,41,2022-06-01,1
261777,4,51.6,2022-05-24,1
261777,4,52,2022-05-25,1
261777,4,65.2,2022-05-22,1
261777,4,114.3,2022-05-30,1
261777,5,1.6,2022-05-19,1
261777,5,14.8,2022-04-01,1
261777,5,16.6,2022-04-06,1
261777,5,16.9,2022-04-21,1
261777,5,17.3,2022-04-19,1
261777,5,25,2022-04-20,1
261777,5,26.7,2022-04-15,1
261777,5,41,2022-04-26,1
261777,5,46,2022-04-16,1
261777,5,66.5,2022-06-03,1
261777,5,70.4,2022-03-04,1
261777,5,131.7,2022-05-31,1
261777,7,86.2,2022-01-28,1
261777,7,309.6,2022-01-29,1
261777,14,7.9,2022-05-12,1
261777,14,10.2,2022-04-10,1
261777,14,15.6,2022-05-17,1
261777,14,19.8,2022-05-16,1
261777,14,20.2,2022-10-12,1
261777,14,20.7,2022-05-10,1
261777,14,21,2022-04-28,1
261777,14,23.5,2022-04-12,1
261777,14,37.5,2022-05-05,1
261777,14,48.8,2022-05-07,1
261777,14,53.5,2022-04-07,1
261777,14,57,2022-02-18,1
261777,14,59.4,2022-05-09,1
261777,14,59.8,2022-01-30,1
261777,14,78.6,2022-05-11,1
261777,14,88.6,2022-05-18,1
261777,14,118.6,2022-05-20,1
261777,14,131.9,2022-02-01,1
261777,16,1.4,2022-03-12,1
261777,16,1.7,2022-10-14,1
261777,16,9.7,2022-03-13,1
261777,16,10.7,2022-02-19,1
261777,16,14.5,2022-02-16,1
261777,16,19.4,2022-03-16,1
261777,16,24.6,2022-02-23,1
261777,16,31.3,2022-02-09,1
261777,16,31.6,2022-02-13,1
261777,16,32.7,2022-02-06,1
261777,16,39.5,2022-02-02,1
261777,16,43.1,2022-03-15,1
261777,16,48.5,2022-02-22,1
261777,16,51.2,2022-02-08,1
261777,16,54,2022-02-05,1
261777,16,55.2,2022-02-20,1
261777,16,64.5,2022-02-04,1
261777,16,74.3,2022-03-17,1
261777,16,95.8,2022-02-03,1
261777,16,98.5,2022-02-12,1
261777,16,100.1,2022-03-03,1
261777,19,162.9,2022-06-15,1
261777,22,9.8,2022-02-14,1
261777,23,39.5,2022-03-23,1
261777,23,69.3,2022-03-19,1
261777,24,8.3,2022-02-11,1
261777,30,8.2,2022-06-20,1
261777,30,18.9,2022-04-09,1
261777,32,7.4,2022-06-05,1
261777,32,40.8,2022-06-04,1
261777,32,83.6,2022-06-06,1
261777,32,98.7,2022-06-07,1
261777,33,66.4,2022-06-09,1
261777,33,91.2,2022-06-11,1
261777,33,95.9,2022-06-10,1
261777,33,117.5,2022-06-08,1
261777,37,15.4,2022-03-30,1
261777,37,29.6,2022-03-22,1
261777,37,175.5,2022-04-08,1
261777,53,20.4,2022-06-12,1
261777,53,135.9,2022-06-13,1
261777,54,155.8,2022-06-14,1
261778,2,38,2022-03-15,1
261778,2,69.3,2022-03-16,1
261778,4,9.6,2022-04-09,1
261778,4,12.3,2022-04-08,1
261778,4,30.9,2022-04-12,1
261778,4,34.9,2022-04-04,1
261778,4,38.1,2022-04-11,1
261778,4,47.3,2022-04-06,1
261778,4,48.7,2022-04-05,1
261778,4,51.9,2022-04-13,1
261778,4,60.1,2022-04-07,1
261778,5,14.2,2022-05-12,1
261778,5,14.9,2022-05-09,1
261778,5,17.5,2022-05-13,1
261778,5,18.2,2022-05-14,1
261778,5,20.6,2022-05-07,1
261778,5,22.1,2022-05-02,1
261778,5,22.6,2022-05-06,1
261778,5,25.1,2022-05-05,1
261778,5,34.2,2022-05-04,1
261778,5,43.1,2022-05-10,1
261778,5,58.2,2022-05-11,1
261778,5,68.9,2022-05-03,1
261778,7,1.3,2022-01-27,1
261778,7,21.1,2022-01-29,1
261778,7,21.4,2022-01-28,1
261778,7,30,2022-01-30,1
261778,7,44.2,2022-01-31,1
261778,11,3.2,2022-05-15,1
261778,11,5.4,2022-05-19,1
261778,11,9.5,2022-05-24,1
261778,11,13,2022-05-23,1
261778,11,23.7,2022-05-26,1
261778,11,29.1,2022-05-18,1
261778,11,34.4,2022-05-25,1
261778,11,50.8,2022-04-28,1
261778,13,61.1,2022-02-22,1
261778,14,8.7,2022-03-18,1
261778,14,17.8,2022-03-27,1
261778,14,19.7,2022-03-26,1
261778,14,25,2022-03-31,1
261778,14,29.5,2022-03-17,1
261778,14,35.3,2022-03-30,1
261778,14,44.9,2022-03-23,1
261778,14,50.5,2022-03-29,1
261778,14,59,2022-03-24,1
261778,14,59.1,2022-03-28,1
261778,14,71.6,2022-03-21,1
261778,14,73.7,2022-03-22,1
261778,16,8.9,2022-04-21,1
261778,16,19.2,2022-04-15,1
261778,16,22.1,2022-04-16,1
261778,16,23.7,2022-04-18,1
261778,16,23.7,2022-04-24,1
261778,16,28.9,2022-04-20,1
261778,16,29.3,2022-04-19,1
261778,16,37.5,2022-04-22,1
261778,16,41.9,2022-04-25,1
261778,16,58.2,2022-04-26,1
261778,16,58.6,2022-04-27,1
261778,20,37.4,2022-03-13,1
261778,20,48,2022-03-14,1
261778,21,9.4,2022-02-25,1
261778,21,18.1,2022-03-03,1
261778,21,36.3,2022-03-04,1
261778,21,37.5,2022-03-02,1
261778,21,38.4,2022-02-28,1
261778,21,43.6,2022-03-01,1
261778,21,52.8,2022-02-24,1
261778,23,25.6,2022-02-14,1
261778,23,29.3,2022-02-18,1
261778,23,31.9,2022-02-20,1
261778,23,32.3,2022-02-15,1
261778,23,33.4,2022-02-19,1
261778,23,43.3,2022-02-16,1
261778,23,56.7,2022-02-17,1
261778,24,13,2022-03-12,1
261778,24,13.1,2022-03-11,1
261778,24,33.5,2022-03-08,1
261778,24,46.4,2022-03-07,1
261778,24,49.1,2022-03-10,1
261778,24,58.7,2022-03-09,1
261778,26,31,2022-04-02,1
261778,26,38.8,2022-04-01,1
261778,34,0.2,2022-07-06,1
261778,34,3.1,2022-06-30,1
261778,34,22.8,2022-06-29,1
261778,39,118.1,2022-02-23,1
261778,42,68.2,2022-02-01,1
261778,42,98.6,2022-02-03,1
261778,42,137.2,2022-02-02,1
261778,46,12.7,2022-02-04,1
261778,46,13.8,2022-02-06,1
261778,46,26.6,2022-02-12,1
261778,46,36.3,2022-02-08,1
261778,46,40.9,2022-02-13,1
261778,46,63,2022-02-07,1
261778,46,76.3,2022-02-10,1
261778,53,36.6,2022-06-02,1
261779,23,0.1,2022-08-04,1
261779,23,7,2022-08-02,1
261779,23,7.5,2022-02-03,1
261779,23,9.3,2022-02-26,1
261779,23,18.4,2022-08-12,1
261779,23,18.7,2022-08-01,1
261779,23,26.9,2022-08-14,1
261779,23,32.2,2022-08-11,1
261779,23,32.8,2022-01-30,1
261780,23,0.1,2022-01-27,0
261781,13,6.2,2022-01-27,0
261782,2,7.9,2022-02-15,1
261782,2,20,2022-04-13,1
261782,2,30.3,2022-02-09,1
261782,2,33.1,2022-02-07,1
261782,2,38.4,2022-07-18,1
261782,7,3.7,2022-02-01,1
261782,7,35.5,2022-02-02,1
261782,7,39.5,2022-01-27,1
261782,26,5,2022-07-20,1
261783,7,0.2,2022-10-06,1
261783,7,0.8,2022-09-24,1
261783,7,1.5,2022-03-01,1
261783,7,17.6,2022-10-12,1
261783,7,39.2,2022-10-11,1
261783,7,45.9,2022-04-27,1
261783,7,67.4,2022-10-19,1
261785,2,7.2,2022-03-18,1
261785,2,14.7,2022-03-20,1
261785,2,22.4,2022-03-22,1
261785,2,35.4,2022-03-17,1
261785,2,37.3,2022-03-19,1
261785,2,102.2,2022-03-24,1
261785,2,110.5,2022-03-23,1
261785,2,112,2022-03-16,1
261785,7,11.9,2022-01-27,1
261785,7,61.3,2022-01-28,1
261785,7,73,2022-01-29,1
261785,12,18.1,2022-08-03,1
261785,12,25,2022-08-02,1
261785,12,72.4,2022-08-01,1
261785,13,2.7,2022-02-25,1
261785,13,54.4,2022-02-27,1
261785,13,70.3,2022-02-26,1
261785,13,81.9,2022-02-24,1
261785,14,0.1,2022-04-23,1
261785,14,0.1,2022-06-04,1
261785,14,0.9,2022-05-14,1
261785,14,5.5,2022-07-19,1
261785,14,6.3,2022-05-17,1
261785,14,7.1,2022-07-25,1
261785,14,10.2,2022-05-05,1
261785,14,11.6,2022-04-25,1
261785,14,13.5,2022-07-20,1
261785,14,13.9,2022-07-05,1
261785,14,15,2022-05-18,1
261785,14,16.5,2022-04-28,1
261785,14,16.5,2022-07-12,1
261785,14,19.8,2022-05-09,1
261785,14,22.2,2022-04-16,1
261785,14,26.4,2022-07-26,1
261785,14,26.5,2022-05-24,1
261785,14,30.6,2022-07-08,1
261785,14,30.8,2022-04-19,1
261785,14,30.9,2022-05-06,1
261785,14,31.7,2022-04-21,1
261785,14,34.9,2022-04-22,1
261785,14,39.9,2022-04-17,1
261785,14,43.5,2022-05-16,1
261785,14,46.2,2022-07-09,1
261785,14,51.8,2022-07-18,1
261785,14,57.1,2022-07-06,1
261785,14,63,2022-06-03,1
261785,14,65.3,2022-04-20,1
261785,14,68.7,2022-04-24,1
261785,14,70.2,2022-05-19,1
261785,14,78.8,2022-07-22,1
261785,14,123.7,2022-04-18,1
261785,14,132.1,2022-07-07,1
261785,21,10,2022-03-03,1
261785,21,12.4,2022-03-08,1
261785,21,43,2022-03-06,1
261785,21,54.9,2022-03-09,1
261785,21,61.9,2022-03-02,1
261785,21,66.9,2022-03-07,1
261785,21,89.7,2022-03-05,1
261785,21,116.6,2022-03-04,1
261785,22,57.5,2022-03-15,1
261785,23,0.1,2022-02-12,1
261785,23,6.9,2022-02-20,1
261785,23,11.6,2022-02-08,1
261785,23,19.9,2022-06-26,1
261785,23,21.2,2022-02-19,1
261785,23,26.7,2022-06-29,1
261785,23,29.9,2022-10-20,1
261785,23,32.1,2022-06-27,1
261785,23,33.3,2022-06-30,1
261785,23,36.1,2022-02-09,1
261785,23,43.9,2022-02-17,1
261785,23,44.5,2022-02-14,1
261785,23,44.9,2022-02-10,1
261785,23,50,2022-10-18,1
261785,23,55.8,2022-02-13,1
261785,23,69.8,2022-02-23,1
261785,23,91.8,2022-02-22,1
261785,23,136.7,2022-02-18,1
261785,23,175.6,2022-02-07,1
261785,24,16.9,2022-03-10,1
261785,24,21.4,2022-03-14,1
261785,24,66.5,2022-03-11,1
261785,24,118.3,2022-03-12,1
261785,25,62.5,2022-04-08,1
261785,25,185.9,2022-04-07,1
261785,28,0.2,2022-04-05,1
261785,28,0.4,2022-04-01,1
261785,28,5.1,2022-04-04,1
261785,28,10.7,2022-03-26,1
261785,28,14.8,2022-03-28,1
261785,28,23.1,2022-03-25,1
261785,28,48.9,2022-03-29,1
261785,28,65.6,2022-04-06,1
261785,28,67.9,2022-03-30,1
261785,28,74.6,2022-04-02,1
261785,28,76.9,2022-04-03,1
261785,39,62.7,2022-02-28,1
261785,39,94.7,2022-03-01,1
261785,42,47.1,2022-02-02,1
261785,42,57.1,2022-01-30,1
261785,42,123.4,2022-02-01,1
261785,42,162.1,2022-02-03,1
261785,45,7.9,2022-04-09,1
261785,45,15.9,2022-04-10,1
261785,45,26.3,2022-04-15,1
261785,45,80.9,2022-04-11,1
261785,46,35.3,2022-02-05,1
261785,46,40.5,2022-02-06,1
261785,46,89.7,2022-02-04,1
261786,4,18.7,2022-01-27,0
261787,7,14.4,2022-01-29,1
261787,7,52,2022-01-28,1
261787,22,2.8,2022-01-27,0
261788,7,0.2,2022-01-27,0
261788,7,115.1,2022-01-28,0
261788,13,0.1,2022-06-16,1
261788,21,0.1,2022-01-29,0
261788,24,0.1,2022-05-24,1
261788,24,0.4,2022-04-02,0
261790,3,18.1,2022-08-16,1
261790,7,0.3,2022-08-01,1
261790,7,0.6,2022-01-31,1
261790,7,2.3,2022-07-30,1
261790,7,7.8,2022-02-02,1
261790,7,8.3,2022-08-19,1
261790,7,22.3,2022-08-04,1
261790,7,56,2022-02-05,1
261790,7,56.2,2022-08-07,1
261790,7,59.8,2022-08-08,1
261790,7,63.3,2022-08-06,1
261790,7,108.2,2022-01-30,1
261790,16,28.2,2022-03-18,1
261790,16,34.1,2022-03-15,1
261790,16,79.1,2022-03-19,1
261790,21,0.3,2022-02-28,1
261790,21,0.4,2022-07-31,1
261790,21,5.3,2022-02-13,1
261790,21,13.8,2022-08-02,1
261790,21,14.7,2022-03-01,1
261790,21,16.8,2022-08-09,1
261790,21,18.2,2022-02-12,1
261790,21,30,2022-01-29,1
261790,21,43.6,2022-08-15,1
261790,21,55.7,2022-08-29,1
261790,21,116.2,2022-02-19,1
261791,7,14.1,2022-02-20,1
261791,7,49,2022-02-13,1
261791,7,54.1,2022-02-19,1
261793,7,1.7,2022-01-28,0
261797,14,0.3,2022-01-29,0
261797,14,12.8,2022-01-28,0
261798,7,21.7,2022-01-31,0
261799,7,0.3,2022-01-28,0
261800,7,11.1,2022-01-28,0
261801,2,42,2022-05-05,1
261801,2,52.2,2022-05-06,1
261801,2,72,2022-05-04,1
261801,2,89.1,2022-05-03,1
261801,2,140.3,2022-05-02,1
261801,2,175.4,2022-05-07,1
261801,3,0.1,2022-05-26,1
261801,3,0.7,2022-05-25,1
261801,3,12.3,2022-05-13,1
261801,3,12.6,2022-05-23,1
261801,3,13.2,2022-05-12,1
261801,3,14.8,2022-05-09,1
261801,3,17.3,2022-05-11,1
261801,3,18.8,2022-05-16,1
261801,3,21.3,2022-05-24,1
261801,3,22.5,2022-05-21,1
261801,3,26.8,2022-05-22,1
261801,3,37.9,2022-05-30,1
261801,3,40.2,2022-05-20,1
261801,3,54.7,2022-05-14,1
261801,7,166.8,2022-04-11,1
261801,14,1.7,2022-02-24,1
261801,14,1.9,2022-02-25,1
261801,14,2.2,2022-02-18,1
261801,14,3.8,2022-02-13,1
261801,14,4,2022-03-09,1
261801,14,4.6,2022-02-21,1
261801,14,6,2022-03-02,1
261801,14,8.8,2022-03-11,1
261801,14,9.6,2022-02-03,1
261801,14,11,2022-01-29,1
261801,14,11.4,2022-02-10,1
261801,14,13.7,2022-02-22,1
261801,14,16.7,2022-02-02,1
261801,14,18.6,2022-03-07,1
261801,14,19.5,2022-02-14,1
261801,14,21.8,2022-01-30,1
261801,14,22.4,2022-02-16,1
261801,14,24.3,2022-03-03,1
261801,14,27.3,2022-02-17,1
261801,14,29.4,2022-02-23,1
261801,14,30.9,2022-02-08,1
261801,14,31,2022-03-08,1
261801,14,32.4,2022-02-20,1
261801,14,32.7,2022-02-15,1
261801,14,42.7,2022-03-13,1
261801,14,46.1,2022-03-04,1
261801,14,47,2022-02-12,1
261801,14,48.6,2022-03-12,1
261801,14,67.9,2022-01-31,1
261801,14,72,2022-02-19,1
261801,14,89,2022-02-01,1
261801,14,122,2022-01-28,1
261801,16,75.2,2022-04-25,1
261801,16,93.7,2022-04-21,1
261801,16,128.7,2022-04-26,1
261801,20,75.4,2022-04-12,1
261801,21,2.4,2022-03-21,1
261801,21,6.3,2022-03-31,1
261801,21,8.1,2022-03-27,1
261801,21,12.2,2022-03-29,1
261801,21,13.2,2022-03-24,1
261801,21,13.3,2022-03-28,1
261801,21,21.3,2022-04-02,1
261801,21,32.5,2022-03-16,1
261801,21,36.1,2022-04-04,1
261801,21,37.4,2022-03-15,1
261801,21,39.1,2022-03-30,1
261801,21,39.1,2022-04-01,1
261801,21,41.6,2022-03-23,1
261801,21,45.7,2022-04-13,1
261801,21,53.8,2022-03-22,1
261801,21,60.3,2022-03-17,1
261801,21,69.9,2022-04-15,1
261801,21,81.7,2022-04-14,1
261801,21,82.3,2022-03-26,1
261801,22,2.7,2022-04-23,1
261801,22,136.5,2022-04-18,1
261801,23,99.3,2022-04-28,1
261801,23,127.5,2022-04-29,1
261801,23,228.9,2022-04-27,1
261801,35,2,2022-04-30,1
261801,35,10.3,2022-05-01,1
261801,45,34.3,2022-04-20,1
261802,3,1.4,2022-03-19,1
261802,3,5,2022-03-15,1
261802,3,7.2,2022-03-16,1
261802,3,20.5,2022-03-22,1
261802,3,22.4,2022-04-04,1
261802,3,51.2,2022-03-14,1
261802,3,80.6,2022-04-11,1
261802,3,100.9,2022-04-12,1
261802,3,119.9,2022-04-01,1
261802,3,124,2022-03-17,1
261802,3,187.2,2022-02-23,1
261802,7,18.8,2022-01-30,1
261802,7,26.5,2022-01-31,1
261802,7,34.7,2022-02-02,1
261802,7,46.6,2022-02-01,1
261802,13,147.4,2022-02-14,1
261802,14,32.5,2022-03-02,1
261802,14,176.4,2022-03-04,1
261802,14,252,2022-03-03,1
261802,16,2.6,2022-03-11,1
261802,16,53.2,2022-02-27,1
261802,16,69.6,2022-02-24,1
261802,16,121.7,2022-02-28,1
261802,16,146.8,2022-02-25,1
261802,16,207,2022-03-01,1
261802,21,14.7,2022-02-16,1
261802,21,45.4,2022-02-15,1
261802,21,166.9,2022-02-17,1
261802,23,31.8,2022-02-12,1
261802,23,69.6,2022-02-13,1
261802,23,134.8,2022-02-11,1
261802,23,166.8,2022-02-10,1
261802,24,28.9,2022-02-18,1
261802,24,45.3,2022-02-21,1
261802,24,78.2,2022-02-22,1
261802,25,31.2,2022-04-14,1
261802,32,71.1,2022-03-09,1
261802,32,183.2,2022-03-10,1
261802,32,189.1,2022-03-08,1
261802,35,10.4,2022-03-12,1
261802,37,4.7,2022-03-05,1
261802,37,32,2022-03-06,1
261802,37,82.2,2022-03-07,1
261802,39,6.1,2022-04-13,1
261802,42,2.8,2022-02-05,1
261802,42,20.5,2022-02-06,1
261802,42,63.3,2022-02-03,1
261802,42,103.8,2022-02-08,1
261802,42,114.5,2022-02-07,1
261802,46,86,2022-02-09,1
261804,24,15.1,2022-01-28,0
261805,28,0.1,2022-03-15,1
261805,28,0.1,2022-05-11,1
261805,28,0.3,2022-08-04,1
261805,28,1.7,2022-05-07,1
261805,28,16.2,2022-05-15,1
261805,30,0.1,2022-02-19,1
