student_id,student_country,date_registered,student_type_id
264813,IN,2022-02-24,0
264814,IN,2022-02-24,0
264815,EG,2022-02-24,0
264816,IN,2022-02-24,0
264817,IN,2022-02-24,0
264818,IN,2022-02-24,0
264819,IN,2022-02-24,0
264820,AR,2022-02-24,0
264821,TR,2022-02-24,0
264822,IN,2022-02-24,0
264823,EG,2022-02-24,0
264824,RU,2022-02-24,0
264825,US,2022-02-24,0
264826,CA,2022-02-24,1
264827,ES,2022-02-24,0
264828,PK,2022-02-24,0
264829,IT,2022-02-24,0
264830,PK,2022-02-24,0
264831,NG,2022-02-24,0
264832,IN,2022-02-24,0
264833,IN,2022-02-24,0
264834,GB,2022-02-24,0
264835,GB,2022-02-24,0
264836,NG,2022-02-24,0
264837,TR,2022-02-24,0
264838,IN,2022-02-24,0
264839,AU,2022-02-24,0
264840,EG,2022-02-24,0
264841,ET,2022-02-24,0
264842,AZ,2022-02-24,0
264843,VN,2022-02-24,0
264844,BD,2022-02-24,0
264845,DE,2022-02-24,0
264846,BA,2022-02-24,0
264847,GB,2022-02-24,0
264848,TR,2022-02-24,0
264849,DZ,2022-02-24,0
264850,CN,2022-02-24,0
264851,DZ,2022-02-24,0
264852,AM,2022-02-24,0
264853,IN,2022-02-24,0
264854,IE,2022-02-24,0
264855,DE,2022-02-24,0
264856,IN,2022-02-24,1
264857,PE,2022-02-24,0
264858,EG,2022-02-24,0
264859,IN,2022-02-24,0
264860,FR,2022-02-24,0
264861,NG,2022-02-24,0
264862,BD,2022-02-24,0
264863,DE,2022-02-24,0
264864,ZM,2022-02-24,0
264865,AR,2022-02-24,0
264866,FR,2022-02-24,0
264867,ID,2022-02-24,0
264868,IN,2022-02-24,0
264869,IN,2022-02-24,0
264870,IN,2022-02-24,0
264871,BR,2022-02-24,0
264872,SD,2022-02-24,0
264873,IN,2022-02-24,0
264874,IN,2022-02-24,0
264875,NG,2022-02-24,0
264876,IN,2022-02-24,0
264877,DE,2022-02-24,0
264878,IN,2022-02-24,0
264879,US,2022-02-24,0
264880,PT,2022-02-24,0
264881,GB,2022-02-24,0
264882,GB,2022-02-24,0
264883,GB,2022-02-24,0
264884,LV,2022-02-24,0
264885,IN,2022-02-24,0
264886,DZ,2022-02-24,0
264887,EG,2022-02-24,0
264888,MX,2022-02-24,1
264889,SE,2022-02-24,0
264890,CI,2022-02-24,0
264891,US,2022-02-24,0
264892,IN,2022-02-24,0
264893,IN,2022-02-24,0
264894,ID,2022-02-24,0
264895,IN,2022-02-24,0
264896,NL,2022-02-24,0
264897,US,2022-02-24,0
264898,IN,2022-02-24,0
264899,EG,2022-02-24,0
264900,GB,2022-02-24,0
264901,NG,2022-02-24,0
264902,CO,2022-02-24,0
264903,NG,2022-02-24,0
264904,IN,2022-02-24,0
264905,US,2022-02-24,0
264906,IN,2022-02-24,0
264907,US,2022-02-24,0
264908,EG,2022-02-24,0
264909,US,2022-02-24,1
264910,MX,2022-02-24,0
264911,RU,2022-02-24,0
264912,IN,2022-02-24,0
264913,IN,2022-02-24,0
264914,GB,2022-02-24,0
264915,IN,2022-02-24,0
264916,US,2022-02-24,1
264917,US,2022-02-24,0
264918,DE,2022-02-24,0
264919,TR,2022-02-24,0
264920,CA,2022-02-24,0
264921,NG,2022-02-24,0
264922,US,2022-02-24,0
264923,KE,2022-02-24,0
264924,IN,2022-02-24,0
264925,IN,2022-02-24,0
264926,US,2022-02-24,0
264927,NG,2022-02-24,0
264928,EG,2022-02-24,0
264929,US,2022-02-24,0
264930,EG,2022-02-24,0
264931,EG,2022-02-24,0
264932,PK,2022-02-24,0
264933,AU,2022-02-24,0
264934,CA,2022-02-24,0
264935,MA,2022-02-24,0
264936,EG,2022-02-24,0
264937,NO,2022-02-24,0
264938,GB,2022-02-24,0
264939,DE,2022-02-24,0
264940,CA,2022-02-24,0
264941,GB,2022-02-24,0
264942,EG,2022-02-24,0
264943,PT,2022-02-24,0
264944,GB,2022-02-24,0
264945,CO,2022-02-24,0
264946,BD,2022-02-25,0
264947,IN,2022-02-25,0
264948,US,2022-02-25,0
264949,CA,2022-02-25,0
264950,US,2022-02-25,0
264951,EG,2022-02-25,0
264952,IN,2022-02-25,0
264953,IN,2022-02-25,0
264954,US,2022-02-25,0
264955,US,2022-02-25,0
264956,US,2022-02-25,0
264957,CA,2022-02-25,0
264958,US,2022-02-25,0
264959,IN,2022-02-25,0
264960,US,2022-02-25,0
264961,US,2022-02-25,0
264962,BR,2022-02-25,0
264963,ID,2022-02-25,0
264964,FR,2022-02-25,0
264965,SG,2022-02-25,0
264966,IN,2022-02-25,0
264967,GH,2022-02-25,0
264968,IN,2022-02-25,0
264969,DE,2022-02-25,0
264970,BD,2022-02-25,0
264971,TR,2022-02-25,0
264972,US,2022-02-25,0
264973,EG,2022-02-25,0
264974,NG,2022-02-25,0
264975,TR,2022-02-25,0
264976,US,2022-02-25,0
264977,PH,2022-02-25,0
264978,IN,2022-02-25,0
264979,NG,2022-02-25,0
264980,TR,2022-02-25,0
264981,MR,2022-02-25,0
264982,PH,2022-02-25,0
264983,GB,2022-02-25,0
264984,IN,2022-02-25,0
264985,EG,2022-02-25,0
264986,SA,2022-02-25,0
264987,IN,2022-02-25,0
264988,EG,2022-02-25,0
264989,NG,2022-02-25,0
264990,SZ,2022-02-25,0
264991,PL,2022-02-25,0
264992,NG,2022-02-25,0
264993,CA,2022-02-25,0
264994,DE,2022-02-25,0
264995,ES,2022-02-25,0
264996,IN,2022-02-25,0
264997,US,2022-02-25,0
264998,GB,2022-02-25,0
264999,SA,2022-02-25,0
265000,BR,2022-02-25,0
265001,PK,2022-02-25,0
265002,US,2022-02-25,0
265003,IN,2022-02-25,1
265004,US,2022-02-25,0
265005,US,2022-02-25,1
265006,US,2022-02-25,0
265007,US,2022-02-25,0
265008,SE,2022-02-25,0
265009,BR,2022-02-25,0
265010,IN,2022-02-25,0
265011,US,2022-02-25,0
265012,US,2022-02-25,0
265013,KR,2022-02-25,0
265014,ES,2022-02-25,0
265015,VN,2022-02-25,0
265016,US,2022-02-25,0
265017,US,2022-02-25,0
265018,IL,2022-02-25,0
265019,US,2022-02-25,0
265020,PE,2022-02-25,0
265021,IN,2022-02-25,0
265022,GB,2022-02-25,0
265023,US,2022-02-25,1
265024,US,2022-02-25,0
265025,IN,2022-02-25,1
265026,CA,2022-02-25,0
265027,US,2022-02-25,0
265028,US,2022-02-25,0
265029,US,2022-02-25,0
265030,TR,2022-02-25,0
265031,TR,2022-02-25,0
265032,LB,2022-02-25,0
265033,IN,2022-02-25,0
265034,US,2022-02-25,0
265035,NG,2022-02-25,0
265036,NO,2022-02-25,0
265037,GH,2022-02-25,0
265038,CZ,2022-02-25,0
265039,PT,2022-02-25,0
265040,GB,2022-02-25,0
265041,US,2022-02-25,0
265042,CA,2022-02-25,0
265043,TN,2022-02-25,0
265044,US,2022-02-25,1
265045,US,2022-02-25,0
265046,PT,2022-02-25,0
265047,EG,2022-02-25,0
265048,NG,2022-02-25,0
265049,NO,2022-02-25,0
265050,NG,2022-02-25,0
265051,GB,2022-02-25,0
265052,US,2022-02-25,0
265053,CA,2022-02-25,0
265054,ES,2022-02-26,0
265055,US,2022-02-26,0
265056,IN,2022-02-26,0
265057,NZ,2022-02-26,0
265058,JP,2022-02-26,0
265059,IN,2022-02-26,0
265061,IN,2022-02-26,0
265062,CA,2022-02-26,0
265063,US,2022-02-26,0
265064,EG,2022-02-26,0
265065,US,2022-02-26,0
265066,PH,2022-02-26,0
265067,MX,2022-02-26,0
265068,US,2022-02-26,0
265069,BD,2022-02-26,0
265070,IN,2022-02-26,0
265071,IN,2022-02-26,0
265072,US,2022-02-26,0
265073,CN,2022-02-26,0
265074,DZ,2022-02-26,0
265075,BR,2022-02-26,0
265076,KH,2022-02-26,0
265077,US,2022-02-26,1
265078,IN,2022-02-26,0
265079,IT,2022-02-26,0
265080,CA,2022-02-26,0
265081,IN,2022-02-26,0
265082,BD,2022-02-26,0
265083,EG,2022-02-26,0
265084,IN,2022-02-26,0
265085,IN,2022-02-26,0
265086,IN,2022-02-26,0
265087,US,2022-02-26,0
265088,US,2022-02-26,0
265089,NG,2022-02-26,0
265090,IN,2022-02-26,0
265091,PK,2022-02-26,0
265092,SA,2022-02-26,0
265093,NG,2022-02-26,1
265094,IN,2022-02-26,0
265095,EG,2022-02-26,0
265096,PK,2022-02-26,0
265097,IN,2022-02-26,0
265098,NG,2022-02-26,0
265099,ZA,2022-02-26,0
265100,AU,2022-02-26,0
265101,IN,2022-02-26,1
265102,PK,2022-02-26,0
265103,NZ,2022-02-26,0
265104,IN,2022-02-26,0
265105,MA,2022-02-26,0
265106,US,2022-02-26,1
265107,CH,2022-02-26,0
265108,IN,2022-02-26,0
265109,EG,2022-02-26,0
265110,US,2022-02-26,1
265111,PT,2022-02-26,0
265112,SA,2022-02-26,0
265113,US,2022-02-26,0
265114,IN,2022-02-26,0
265115,SG,2022-02-26,0
265116,EG,2022-02-26,0
265117,NO,2022-02-26,0
265118,CA,2022-02-26,0
265119,DE,2022-02-26,0
265120,BD,2022-02-26,0
265121,PE,2022-02-26,1
265122,CA,2022-02-26,0
265123,GB,2022-02-26,0
265124,AU,2022-02-26,0
265125,US,2022-02-26,0
265126,NG,2022-02-26,0
265127,TR,2022-02-26,0
265128,US,2022-02-26,0
265129,IE,2022-02-26,0
265130,RS,2022-02-26,1
265131,US,2022-02-26,0
265132,EG,2022-02-26,0
265133,NG,2022-02-26,0
265134,BD,2022-02-26,0
265135,BG,2022-02-26,0
265136,GR,2022-02-26,0
265137,BR,2022-02-26,0
265138,ID,2022-02-26,0
265139,MA,2022-02-26,0
265140,KZ,2022-02-26,0
265141,GB,2022-02-26,0
265142,IN,2022-02-26,0
265143,IN,2022-02-26,0
265144,US,2022-02-26,0
265145,EG,2022-02-26,0
265146,AR,2022-02-26,0
265147,NG,2022-02-26,0
265148,EG,2022-02-26,0
265149,US,2022-02-26,0
265150,DZ,2022-02-26,0
265151,DK,2022-02-26,0
265152,ZA,2022-02-26,0
265153,IN,2022-02-26,0
265154,XK,2022-02-26,0
265155,IN,2022-02-26,0
265156,NG,2022-02-26,0
265157,PT,2022-02-26,0
265158,TN,2022-02-26,0
265159,GH,2022-02-26,0
265160,SE,2022-02-26,0
265161,SD,2022-02-26,0
265162,IN,2022-02-26,0
265163,TR,2022-02-26,0
265164,ES,2022-02-26,0
265165,MA,2022-02-26,1
265166,US,2022-02-26,0
265167,US,2022-02-26,0
265168,DE,2022-02-26,0
265169,IT,2022-02-26,0
265170,EG,2022-02-26,0
265171,US,2022-02-27,0
265172,US,2022-02-27,0
265173,EG,2022-02-27,0
265175,US,2022-02-27,0
265176,US,2022-02-27,1
265177,ZA,2022-02-27,0
265178,IN,2022-02-27,0
265179,IN,2022-02-27,0
265180,IN,2022-02-27,0
265181,IN,2022-02-27,0
265182,US,2022-02-27,1
265183,ES,2022-02-27,0
265184,ID,2022-02-27,0
265185,IN,2022-02-27,0
265186,IN,2022-02-27,0
265187,US,2022-02-27,0
265188,NL,2022-02-27,0
265189,US,2022-02-27,0
265190,AU,2022-02-27,0
265191,IN,2022-02-27,0
265192,SA,2022-02-27,0
265193,BD,2022-02-27,0
265194,IN,2022-02-27,0
265195,CA,2022-02-27,0
265196,US,2022-02-27,1
265197,IN,2022-02-27,0
265198,IN,2022-02-27,0
265199,MY,2022-02-27,0
265200,IN,2022-02-27,0
265201,IT,2022-02-27,1
265202,AZ,2022-02-27,0
265203,ES,2022-02-27,0
265204,IN,2022-02-27,0
265205,EG,2022-02-27,0
265206,PH,2022-02-27,0
265207,IN,2022-02-27,0
265208,GB,2022-02-27,0
265209,EG,2022-02-27,0
265210,IL,2022-02-27,1
265211,IN,2022-02-27,0
265212,IN,2022-02-27,0
265213,MA,2022-02-27,0
265214,IN,2022-02-27,0
265215,IN,2022-02-27,0
265216,CA,2022-02-27,0
265217,GB,2022-02-27,0
265218,SE,2022-02-27,1
265219,PH,2022-02-27,0
265220,SG,2022-02-27,0
265221,HK,2022-02-27,0
265222,NG,2022-02-27,0
265223,NG,2022-02-27,0
265224,IN,2022-02-27,0
265225,EG,2022-02-27,0
265226,GB,2022-02-27,0
265227,NG,2022-02-27,0
265228,US,2022-02-27,0
265229,KR,2022-02-27,0
265230,US,2022-02-27,0
265231,IN,2022-02-27,0
265232,DZ,2022-02-27,0
265233,VN,2022-02-27,0
265234,NG,2022-02-27,0
265235,IN,2022-02-27,0
265236,SA,2022-02-27,0
265237,US,2022-02-27,0
265238,IN,2022-02-27,0
265239,IN,2022-02-27,0
265240,EG,2022-02-27,0
265241,GB,2022-02-27,1
265242,IN,2022-02-27,0
265243,IN,2022-02-27,0
265244,MK,2022-02-27,0
265245,GB,2022-02-27,0
265246,IN,2022-02-27,0
265247,TN,2022-02-27,0
265248,ZM,2022-02-27,0
265249,JO,2022-02-27,0
265250,SA,2022-02-27,1
265251,JO,2022-02-27,0
265252,MA,2022-02-27,0
265253,IN,2022-02-27,0
265254,UZ,2022-02-27,0
265255,GB,2022-02-27,0
265256,SE,2022-02-27,0
265257,RS,2022-02-27,0
265258,SA,2022-02-27,0
265259,PK,2022-02-27,0
265260,TN,2022-02-27,0
265261,AR,2022-02-27,0
265262,SA,2022-02-27,1
265263,TN,2022-02-27,0
265264,NG,2022-02-27,0
265265,CH,2022-02-27,0
265266,DE,2022-02-27,0
265267,EG,2022-02-27,0
265268,US,2022-02-27,0
265269,CA,2022-02-27,0
265270,NZ,2022-02-27,0
265271,EG,2022-02-27,0
265272,CA,2022-02-27,0
265273,US,2022-02-27,0
265274,DE,2022-02-27,0
265275,DE,2022-02-27,0
265276,PK,2022-02-27,0
265277,EE,2022-02-27,0
265278,PK,2022-02-27,0
265279,DE,2022-02-27,0
265280,AT,2022-02-27,0
265281,DO,2022-02-27,0
265282,US,2022-02-27,0
265283,IN,2022-02-27,0
265284,CA,2022-02-27,0
265285,US,2022-02-27,0
265286,MA,2022-02-28,0
265287,US,2022-02-28,0
265288,CN,2022-02-28,0
265289,IN,2022-02-28,0
265290,CA,2022-02-28,0
265291,US,2022-02-28,0
265292,US,2022-02-28,0
265293,IN,2022-02-28,0
265294,LB,2022-02-28,0
265295,GB,2022-02-28,0
265296,US,2022-02-28,0
265297,CA,2022-02-28,0
265298,US,2022-02-28,0
265299,US,2022-02-28,0
265300,AU,2022-02-28,0
265301,IN,2022-02-28,0
265302,NG,2022-02-28,1
265303,PK,2022-02-28,0
265304,PK,2022-02-28,0
265305,US,2022-02-28,0
265306,ID,2022-02-28,0
265307,NZ,2022-02-28,0
265308,BG,2022-02-28,0
265309,IN,2022-02-28,0
265310,NZ,2022-02-28,1
265311,DE,2022-02-28,0
265312,US,2022-02-28,0
265313,NG,2022-02-28,0
265314,US,2022-02-28,0
265315,SA,2022-02-28,0
265316,ES,2022-02-28,0
265317,CN,2022-02-28,1
265318,IN,2022-02-28,0
265319,DZ,2022-02-28,0
265320,US,2022-02-28,0
265321,BD,2022-02-28,0
265322,GB,2022-02-28,0
265323,KE,2022-02-28,0
265324,IN,2022-02-28,0
265325,HU,2022-02-28,0
265326,IN,2022-02-28,0
265327,IN,2022-02-28,0
265328,US,2022-02-28,1
265329,IN,2022-02-28,0
265330,IN,2022-02-28,0
265331,UZ,2022-02-28,0
265332,IN,2022-02-28,0
265333,GB,2022-02-28,0
265334,ZA,2022-02-28,0
265335,DE,2022-02-28,0
265336,GB,2022-02-28,0
265337,PT,2022-02-28,1
265338,SD,2022-02-28,0
265339,DE,2022-02-28,1
265340,EG,2022-02-28,0
265341,GB,2022-02-28,0
265342,PT,2022-02-28,0
265343,EG,2022-02-28,0
265344,SA,2022-02-28,0
265345,PL,2022-02-28,0
265346,US,2022-02-28,0
265347,EG,2022-02-28,0
265348,IN,2022-02-28,0
265349,MX,2022-02-28,0
265350,PE,2022-02-28,0
265351,GH,2022-02-28,0
265352,FR,2022-02-28,0
265353,MY,2022-02-28,0
265354,ID,2022-02-28,0
265355,NG,2022-02-28,0
265356,BD,2022-02-28,0
265357,VC,2022-02-28,0
265358,FR,2022-02-28,0
265359,IN,2022-02-28,0
265360,KR,2022-02-28,0
265361,AU,2022-02-28,0
265362,EG,2022-02-28,0
265363,EG,2022-02-28,0
265364,ET,2022-02-28,0
265365,CA,2022-02-28,0
265366,IN,2022-02-28,0
265367,EG,2022-02-28,0
265368,AU,2022-02-28,0
265369,NL,2022-02-28,0
265370,US,2022-02-28,1
265371,PE,2022-02-28,0
265372,ID,2022-02-28,0
265373,GB,2022-02-28,0
265374,ES,2022-02-28,0
265375,EG,2022-02-28,0
265376,US,2022-02-28,0
265377,NG,2022-02-28,0
265378,BE,2022-02-28,0
265379,TR,2022-02-28,0
265380,EG,2022-02-28,0
265381,IN,2022-02-28,0
265382,GB,2022-02-28,0
265383,GB,2022-02-28,0
265384,ID,2022-02-28,0
265385,ID,2022-02-28,0
265386,CO,2022-02-28,0
265387,US,2022-02-28,0
265389,PK,2022-02-28,0
265390,IL,2022-02-28,1
265391,CA,2022-02-28,0
265392,US,2022-02-28,0
265393,CA,2022-02-28,0
265394,DE,2022-02-28,0
265395,EG,2022-02-28,0
265396,ES,2022-02-28,0
265397,IN,2022-02-28,0
265398,KE,2022-02-28,0
265399,US,2022-02-28,0
265400,PL,2022-02-28,0
265401,US,2022-02-28,0
265402,US,2022-02-28,0
265403,IN,2022-02-28,0
265404,IT,2022-02-28,0
265405,NG,2022-02-28,0
265406,ZM,2022-02-28,0
265407,EG,2022-02-28,0
265408,IN,2022-02-28,0
265410,IN,2022-02-28,0
265411,US,2022-02-28,0
265412,IN,2022-02-28,0
265413,NG,2022-02-28,0
265414,US,2022-02-28,0
265415,US,2022-02-28,1
265416,DE,2022-02-28,0
265417,DZ,2022-02-28,0
265418,US,2022-02-28,1
265419,US,2022-02-28,0
265420,ID,2022-02-28,0
265421,MA,2022-02-28,0
265422,IT,2022-02-28,0
265423,JO,2022-02-28,0
265424,US,2022-02-28,1
265425,CO,2022-02-28,0
265427,IN,2022-02-28,0
265428,ES,2022-02-28,0
265429,MA,2022-02-28,0
265430,CH,2022-02-28,0
265431,TN,2022-02-28,0
265432,IT,2022-02-28,0
265433,US,2022-02-28,0
265434,CA,2022-02-28,0
265435,GB,2022-02-28,0
265436,ES,2022-02-28,0
265437,PT,2022-02-28,0
265438,NG,2022-02-28,0
265439,MA,2022-02-28,0
265440,US,2022-02-28,0
265441,IN,2022-03-01,0
265442,US,2022-03-01,0
265443,CA,2022-03-01,0
265444,US,2022-03-01,0
265445,IT,2022-03-01,0
265446,IN,2022-03-01,0
265447,AE,2022-03-01,0
265448,CA,2022-03-01,0
265449,US,2022-03-01,1
265450,ID,2022-03-01,0
265451,SG,2022-03-01,0
265452,FR,2022-03-01,0
265453,IN,2022-03-01,0
265454,PA,2022-03-01,0
265455,AU,2022-03-01,0
265456,US,2022-03-01,0
265457,MY,2022-03-01,0
265458,BD,2022-03-01,0
265459,SE,2022-03-01,0
265460,GH,2022-03-01,0
265461,US,2022-03-01,0
265462,US,2022-03-01,1
265463,CA,2022-03-01,0
265464,ZA,2022-03-01,0
265465,KE,2022-03-01,0
265466,US,2022-03-01,0
265467,IN,2022-03-01,0
265468,IN,2022-03-01,0
265469,EG,2022-03-01,0
265470,CA,2022-03-01,0
265471,AZ,2022-03-01,0
265472,KE,2022-03-01,0
265473,SG,2022-03-01,0
265474,NG,2022-03-01,0
265475,IN,2022-03-01,0
265476,HK,2022-03-01,0
265477,IN,2022-03-01,0
265478,AE,2022-03-01,0
265479,GB,2022-03-01,0
265480,EG,2022-03-01,0
265481,IN,2022-03-01,0
265482,IN,2022-03-01,0
265483,AZ,2022-03-01,1
265484,IN,2022-03-01,0
265485,ID,2022-03-01,0
265486,IN,2022-03-01,0
265487,IN,2022-03-01,0
265488,IN,2022-03-01,0
265489,IN,2022-03-01,1
265490,CA,2022-03-01,0
265491,DE,2022-03-01,0
265492,ID,2022-03-01,0
265493,IN,2022-03-01,0
265495,SA,2022-03-01,0
265496,CA,2022-03-01,0
265497,IN,2022-03-01,0
265498,DE,2022-03-01,0
265499,AU,2022-03-01,0
265500,ID,2022-03-01,0
265501,ID,2022-03-01,0
265502,IN,2022-03-01,0
265504,NG,2022-03-01,0
265505,BR,2022-03-01,0
265506,DE,2022-03-01,1
265507,TR,2022-03-01,0
265508,KZ,2022-03-01,0
265509,GB,2022-03-01,0
265510,SD,2022-03-01,0
265511,IN,2022-03-01,0
265512,EG,2022-03-01,0
265513,IN,2022-03-01,0
265514,US,2022-03-01,0
265515,GB,2022-03-01,0
265516,IN,2022-03-01,0
265517,GB,2022-03-01,0
265518,IN,2022-03-01,0
265519,US,2022-03-01,1
265520,PT,2022-03-01,0
265521,KE,2022-03-01,0
265522,CA,2022-03-01,0
265523,AR,2022-03-01,0
265524,LK,2022-03-01,0
265525,GB,2022-03-01,0
265526,NG,2022-03-01,0
265527,GB,2022-03-01,0
265528,DE,2022-03-01,0
265529,US,2022-03-01,0
265530,ID,2022-03-01,0
265531,US,2022-03-01,0
265532,PK,2022-03-01,0
265533,EG,2022-03-01,0
265534,PT,2022-03-01,0
265535,IT,2022-03-01,0
265536,FI,2022-03-01,0
265537,IN,2022-03-01,0
265538,FR,2022-03-01,0
265539,IN,2022-03-01,0
265540,US,2022-03-01,0
265541,NG,2022-03-01,0
265542,TN,2022-03-01,0
265543,NP,2022-03-01,0
265544,CA,2022-03-01,0
265545,CA,2022-03-01,0
265546,GB,2022-03-01,0
265547,DE,2022-03-01,0
265548,IN,2022-03-01,0
265549,GB,2022-03-01,0
265550,IN,2022-03-01,0
265551,GB,2022-03-01,0
265552,BZ,2022-03-01,0
265553,US,2022-03-01,0
265554,US,2022-03-01,0
265555,CA,2022-03-01,0
265556,AE,2022-03-01,0
265557,ES,2022-03-01,0
265558,TR,2022-03-01,0
265559,GB,2022-03-01,0
265560,NG,2022-03-01,0
265561,US,2022-03-01,0
265562,BE,2022-03-01,0
265563,US,2022-03-01,0
265564,GB,2022-03-01,0
265565,CA,2022-03-01,0
265566,NL,2022-03-01,0
265567,IT,2022-03-01,0
265568,CA,2022-03-01,0
265569,US,2022-03-01,0
265570,US,2022-03-01,0
265571,US,2022-03-01,0
265572,US,2022-03-01,1
265573,CA,2022-03-02,0
265574,US,2022-03-02,0
265575,FR,2022-03-02,0
265576,US,2022-03-02,0
265577,GB,2022-03-02,0
265578,SG,2022-03-02,1
265579,US,2022-03-02,0
265580,US,2022-03-02,0
265581,CA,2022-03-02,1
265582,US,2022-03-02,0
265583,US,2022-03-02,0
265584,IN,2022-03-02,0
265585,US,2022-03-02,0
265586,IN,2022-03-02,0
265587,IN,2022-03-02,0
265588,US,2022-03-02,1
265589,EG,2022-03-02,0
265590,US,2022-03-02,0
265591,IN,2022-03-02,0
265592,US,2022-03-02,0
265593,US,2022-03-02,0
265594,CH,2022-03-02,0
265595,US,2022-03-02,0
265596,NP,2022-03-02,0
265597,IN,2022-03-02,0
265598,US,2022-03-02,0
265599,IN,2022-03-02,0
265600,PK,2022-03-02,0
265601,IN,2022-03-02,0
265602,US,2022-03-02,0
265604,IN,2022-03-02,0
265605,AU,2022-03-02,0
265606,IN,2022-03-02,0
265607,SE,2022-03-02,0
265608,DE,2022-03-02,0
265609,IN,2022-03-02,0
265610,NZ,2022-03-02,0
265611,IN,2022-03-02,0
265612,KE,2022-03-02,0
265613,SI,2022-03-02,0
265614,FR,2022-03-02,0
265615,MY,2022-03-02,0
265616,IN,2022-03-02,0
265617,US,2022-03-02,0
265618,TN,2022-03-02,1
265620,FI,2022-03-02,0
265621,TR,2022-03-02,0
265622,TW,2022-03-02,0
265623,GB,2022-03-02,0
265624,IN,2022-03-02,0
265625,ID,2022-03-02,0
265626,NG,2022-03-02,0
265627,AR,2022-03-02,0
265628,ES,2022-03-02,1
265629,NG,2022-03-02,0
265630,CY,2022-03-02,0
265631,BD,2022-03-02,0
265632,IN,2022-03-02,0
265633,NG,2022-03-02,0
265634,GB,2022-03-02,0
265635,US,2022-03-02,0
265636,MA,2022-03-02,0
265637,TR,2022-03-02,0
265638,BR,2022-03-02,0
265639,IN,2022-03-02,0
265640,VN,2022-03-02,0
265641,EG,2022-03-02,0
265642,DE,2022-03-02,0
265643,IN,2022-03-02,0
265644,GB,2022-03-02,0
265645,SG,2022-03-02,0
265646,EG,2022-03-02,0
265647,IN,2022-03-02,0
265648,BR,2022-03-02,0
265649,IN,2022-03-02,0
265650,IN,2022-03-02,0
265651,AU,2022-03-02,0
265652,IN,2022-03-02,0
265653,DE,2022-03-02,1
265654,PT,2022-03-02,0
265655,EG,2022-03-02,0
265656,PT,2022-03-02,0
265657,IN,2022-03-02,0
265658,IN,2022-03-02,0
265659,SE,2022-03-02,0
265660,SE,2022-03-02,0
265661,NG,2022-03-02,0
265662,FR,2022-03-02,0
265663,PK,2022-03-02,0
265664,CN,2022-03-02,0
265665,US,2022-03-02,0
265666,JM,2022-03-02,0
265667,KE,2022-03-02,0
265668,BE,2022-03-02,0
265669,BD,2022-03-02,0
265670,EG,2022-03-02,0
265671,IN,2022-03-02,0
265672,ES,2022-03-02,0
265673,IN,2022-03-02,0
265674,CA,2022-03-02,0
265675,US,2022-03-02,0
265676,DE,2022-03-02,0
265677,KE,2022-03-02,0
265678,BD,2022-03-02,0
265679,GB,2022-03-02,0
265680,CZ,2022-03-02,1
265681,US,2022-03-02,0
265682,DE,2022-03-02,0
265683,ID,2022-03-02,0
265684,EC,2022-03-02,0
265685,ID,2022-03-02,1
265686,VN,2022-03-02,1
265687,GR,2022-03-02,0
265688,NL,2022-03-02,0
265689,US,2022-03-02,0
265690,EG,2022-03-02,0
265691,CA,2022-03-02,0
265692,IN,2022-03-03,0
265693,US,2022-03-03,0
265694,GB,2022-03-03,0
265695,PK,2022-03-03,0
265696,GB,2022-03-03,0
265697,AU,2022-03-03,0
265698,PH,2022-03-03,0
265699,IN,2022-03-03,0
265700,IN,2022-03-03,0
265701,CO,2022-03-03,0
265702,SG,2022-03-03,0
265703,VN,2022-03-03,0
265704,NG,2022-03-03,0
265705,US,2022-03-03,0
265706,EG,2022-03-03,0
265707,IN,2022-03-03,0
265708,KM,2022-03-03,0
265709,IN,2022-03-03,0
265710,US,2022-03-03,0
265711,US,2022-03-03,0
265712,KM,2022-03-03,0
265713,US,2022-03-03,0
265714,US,2022-03-03,1
265715,PH,2022-03-03,0
265716,US,2022-03-03,0
265717,NG,2022-03-03,0
265719,IN,2022-03-03,0
265720,DE,2022-03-03,0
265721,EG,2022-03-03,0
265722,KE,2022-03-03,0
265723,JO,2022-03-03,0
265724,KE,2022-03-03,0
265725,KE,2022-03-03,0
265726,EG,2022-03-03,0
265727,TN,2022-03-03,0
265728,ID,2022-03-03,0
265731,SA,2022-03-03,0
265732,IN,2022-03-03,0
265733,US,2022-03-03,0
265734,DE,2022-03-03,0
265735,GB,2022-03-03,0
265736,VN,2022-03-03,0
265737,LT,2022-03-03,0
265738,AZ,2022-03-03,0
265739,SA,2022-03-03,0
265740,GB,2022-03-03,0
265741,CH,2022-03-03,0
265742,IT,2022-03-03,0
265743,NG,2022-03-03,0
265744,GH,2022-03-03,0
265745,CN,2022-03-03,0
265746,NO,2022-03-03,0
265747,EG,2022-03-03,0
265748,BD,2022-03-03,0
265749,RW,2022-03-03,0
265750,RW,2022-03-03,0
265751,IN,2022-03-03,0
265752,IT,2022-03-03,0
265753,NG,2022-03-03,0
265754,PT,2022-03-03,0
265755,PL,2022-03-03,0
265756,DE,2022-03-03,0
265757,MA,2022-03-03,0
265758,NG,2022-03-03,0
265759,DE,2022-03-03,0
265760,NG,2022-03-03,0
265761,FR,2022-03-03,0
265762,DE,2022-03-03,0
265763,DE,2022-03-03,0
