student_id,last_date_engaged,days_in_row,student_type_id
263783,2022-09-20,2,1
263786,2022-02-16,2,0
263786,2022-03-04,14,1
263786,2022-03-20,15,1
263791,2022-02-17,3,1
263791,2022-02-25,3,1
263791,2022-03-01,3,1
263791,2022-03-08,2,1
263791,2022-03-15,2,1
263791,2022-04-07,2,1
263798,2022-02-22,7,1
263798,2022-02-26,3,1
263798,2022-03-04,3,1
263798,2022-03-07,2,1
263798,2022-03-10,2,1
263798,2022-03-30,2,1
263798,2022-04-04,2,1
263805,2022-02-16,2,0
263807,2022-02-17,2,0
263822,2022-03-14,2,0
263822,2022-03-18,2,0
263823,2022-02-17,2,0
263825,2022-08-31,4,1
263825,2022-09-05,2,1
263825,2022-09-17,8,1
263825,2022-10-09,15,1
263825,2022-10-19,8,1
263829,2022-02-23,3,0
263842,2022-02-20,5,1
263845,2022-02-17,2,0
263845,2022-03-24,2,1
263859,2022-03-11,2,1
263859,2022-03-16,3,1
263859,2022-04-01,3,1
263859,2022-04-07,3,1
263875,2022-06-17,3,0
263879,2022-02-23,2,0
263888,2022-02-20,3,0
263889,2022-02-17,2,0
263889,2022-02-27,2,0
263889,2022-03-02,2,0
263891,2022-02-18,3,0
263893,2022-08-16,2,0
263908,2022-02-17,2,0
263908,2022-03-02,2,0
263908,2022-03-11,2,0
263908,2022-04-07,2,0
263911,2022-10-15,2,0
263913,2022-02-18,2,1
263913,2022-02-25,2,1
263913,2022-02-28,2,1
263913,2022-03-04,2,1
263913,2022-03-12,2,1
263913,2022-03-18,3,1
263913,2022-03-23,3,1
263913,2022-04-01,5,1
263913,2022-04-07,2,1
263915,2022-02-20,2,0
263934,2022-03-24,4,1
263934,2022-03-29,3,1
263941,2022-02-18,2,1
263942,2022-02-19,3,1
263950,2022-02-18,2,0
263969,2022-02-18,2,0
263974,2022-02-18,2,0
263976,2022-02-18,2,0
263978,2022-02-18,2,0
263998,2022-02-21,3,0
264005,2022-02-18,2,0
264012,2022-02-18,2,0
264023,2022-02-21,5,0
264024,2022-02-18,2,0
264024,2022-02-25,2,0
264033,2022-02-18,2,0
264039,2022-02-18,2,0
264049,2022-03-11,5,1
264049,2022-03-17,2,1
264049,2022-03-22,2,1
264049,2022-04-14,9,1
264049,2022-04-23,6,1
264049,2022-04-29,5,1
264049,2022-05-03,2,1
264049,2022-06-29,2,1
264052,2022-02-18,2,0
264062,2022-05-16,2,0
264076,2022-02-19,2,1
264076,2022-03-05,13,1
264076,2022-03-11,5,1
264076,2022-03-16,3,1
264079,2022-04-11,2,0
264081,2022-02-25,3,1
264081,2022-03-05,4,1
264081,2022-03-11,5,1
264081,2022-03-15,3,1
264081,2022-03-18,2,1
264081,2022-03-30,3,1
264081,2022-05-26,4,1
264081,2022-06-03,2,1
264081,2022-06-08,2,1
264084,2022-02-19,2,0
264116,2022-02-19,2,0
264118,2022-02-28,2,1
264126,2022-08-29,2,0
264126,2022-09-03,2,0
264130,2022-02-19,2,0
264131,2022-02-19,2,0
264131,2022-03-31,38,1
264131,2022-04-05,3,1
264131,2022-04-08,2,1
264131,2022-04-14,2,1
264131,2022-04-20,3,1
264131,2022-06-15,2,1
264131,2022-06-22,6,1
264131,2022-06-27,4,1
264131,2022-07-01,2,1
264131,2022-07-16,4,1
264131,2022-07-21,4,1
264131,2022-07-25,2,1
264131,2022-07-30,4,1
264131,2022-08-04,4,1
264131,2022-08-11,5,1
264131,2022-08-18,5,1
264131,2022-08-23,3,1
264131,2022-08-30,3,1
264131,2022-09-08,3,1
264131,2022-09-13,3,1
264131,2022-09-20,3,1
264131,2022-09-29,6,1
264131,2022-10-05,4,1
264131,2022-10-13,5,1
264131,2022-10-19,4,1
264141,2022-02-21,2,1
264141,2022-05-26,2,1
264145,2022-02-19,2,0
264146,2022-02-19,2,0
264146,2022-02-26,2,1
264146,2022-03-04,4,1
264146,2022-03-12,6,1
264146,2022-03-18,4,1
264146,2022-03-25,5,1
264146,2022-03-30,3,1
264146,2022-04-08,6,1
264146,2022-04-15,5,1
264146,2022-04-20,3,1
264146,2022-05-07,6,1
264146,2022-05-18,10,1
264146,2022-06-02,2,1
264146,2022-06-10,4,1
264146,2022-06-16,4,1
264146,2022-06-30,4,1
264146,2022-07-22,2,1
264146,2022-07-27,3,1
264146,2022-09-23,9,1
264146,2022-09-30,6,1
264146,2022-10-20,19,1
264148,2022-09-04,2,0
264157,2022-02-25,2,0
264157,2022-03-02,2,0
264157,2022-03-09,3,0
264158,2022-02-22,2,0
264159,2022-02-19,2,0
264165,2022-02-20,2,0
264168,2022-02-19,2,0
264184,2022-02-20,2,0
264192,2022-02-20,2,0
264217,2022-02-21,3,0
264222,2022-02-20,2,0
264228,2022-07-25,3,1
264228,2022-08-02,2,1
264228,2022-08-05,2,1
264228,2022-08-11,2,1
264228,2022-08-16,4,1
264228,2022-08-24,5,1
264228,2022-09-10,2,1
264228,2022-09-18,2,1
264230,2022-03-14,2,0
264238,2022-03-11,3,0
264238,2022-07-01,3,0
264253,2022-02-20,2,1
264253,2022-02-23,2,1
264253,2022-03-22,2,0
264253,2022-04-09,4,1
264253,2022-04-22,2,1
264259,2022-02-23,5,1
264259,2022-02-28,2,1
264259,2022-03-03,2,1
264259,2022-03-11,2,1
264259,2022-03-16,4,1
264259,2022-03-21,2,1
264259,2022-03-28,6,1
264263,2022-02-20,2,0
264270,2022-02-20,2,0
264273,2022-02-20,2,0
264277,2022-02-22,2,0
264277,2022-03-04,2,0
264290,2022-03-14,3,1
264291,2022-02-26,3,1
264291,2022-03-01,2,1
264294,2022-02-21,2,0
264295,2022-04-25,5,1
264295,2022-05-06,10,1
264295,2022-05-13,5,1
264295,2022-05-23,8,1
264295,2022-05-28,3,1
264295,2022-06-04,5,1
264295,2022-06-20,3,1
264295,2022-06-25,3,1
264295,2022-07-01,4,1
264295,2022-07-04,2,1
264295,2022-07-15,5,1
264295,2022-07-26,2,1
264295,2022-08-17,5,1
264295,2022-08-24,3,1
264306,2022-03-01,6,0
264306,2022-03-23,2,0
264306,2022-08-17,3,0
264328,2022-02-21,2,0
264344,2022-02-23,4,0
264347,2022-08-18,4,0
264348,2022-03-14,2,0
264348,2022-03-28,2,0
264354,2022-02-23,2,0
264361,2022-03-11,12,1
264361,2022-03-16,4,1
264366,2022-02-23,4,0
264368,2022-04-09,2,1
264400,2022-03-01,4,1
264400,2022-03-20,17,1
264400,2022-03-28,2,1
264400,2022-04-01,2,1
264400,2022-04-19,4,1
264400,2022-06-06,2,1
264400,2022-06-17,2,1
264400,2022-06-21,3,1
264404,2022-02-26,6,1
264404,2022-03-03,4,1
264404,2022-03-09,3,1
264404,2022-03-24,2,1
264404,2022-03-30,3,1
264404,2022-04-22,5,1
264404,2022-05-07,2,1
264404,2022-05-13,5,1
264404,2022-05-18,3,1
264404,2022-06-24,4,1
264404,2022-08-05,3,1
264404,2022-08-11,2,1
264404,2022-08-15,2,1
264404,2022-09-21,2,1
264404,2022-09-29,2,1
264404,2022-10-20,2,1
264425,2022-02-25,3,0
264425,2022-02-28,2,1
264425,2022-03-05,2,1
264425,2022-03-10,2,1
264425,2022-03-14,2,1
264425,2022-04-24,6,1
264425,2022-05-06,3,1
264425,2022-05-13,2,1
264425,2022-05-16,2,1
264425,2022-05-19,2,1
264425,2022-05-23,2,1
264425,2022-08-23,2,1
264425,2022-08-30,2,1
264425,2022-09-23,5,1
264433,2022-02-22,2,0
264439,2022-03-08,2,0
264442,2022-02-22,2,0
264472,2022-02-28,7,1
264472,2022-04-01,2,1
264472,2022-04-04,2,1
264472,2022-04-08,3,1
264472,2022-04-11,2,1
264476,2022-02-26,6,1
264476,2022-03-16,3,1
264476,2022-05-04,2,1
264476,2022-05-11,3,1
264476,2022-05-24,2,1
264476,2022-05-30,5,1
264476,2022-06-18,6,1
264476,2022-07-15,3,1
264491,2022-02-22,2,0
264499,2022-02-22,2,0
264502,2022-02-24,2,0
264502,2022-02-27,2,1
264513,2022-02-23,2,1
264514,2022-03-06,4,1
264514,2022-03-13,6,1
264514,2022-03-21,4,1
264514,2022-03-27,2,0
264514,2022-04-03,2,0
264514,2022-04-08,2,0
264514,2022-04-23,3,1
264522,2022-03-08,3,0
264538,2022-02-25,4,0
264549,2022-02-27,4,1
264549,2022-08-03,3,1
264549,2022-08-10,2,1
264552,2022-03-09,2,0
264556,2022-03-02,2,0
264563,2022-02-25,4,0
264572,2022-03-02,6,1
264572,2022-03-13,9,1
264581,2022-02-23,2,0
264594,2022-02-24,3,0
264594,2022-03-02,3,0
264605,2022-02-24,3,0
264621,2022-02-23,2,0
264623,2022-03-11,3,1
264623,2022-03-23,4,1
264623,2022-03-27,3,1
264623,2022-05-07,2,1
264623,2022-06-07,2,1
264623,2022-06-13,2,1
264623,2022-06-19,2,1
264623,2022-07-07,3,1
264623,2022-07-26,2,1
264623,2022-07-30,2,1
264629,2022-02-25,2,0
264637,2022-02-26,3,1
264637,2022-03-08,3,1
264637,2022-03-14,5,1
264637,2022-04-04,3,1
264653,2022-02-23,2,0
264655,2022-02-23,2,0
264667,2022-02-27,6,0
264667,2022-03-04,2,0
264684,2022-03-08,4,0
264684,2022-03-17,6,0
264684,2022-04-03,2,0
264684,2022-05-05,3,0
264684,2022-05-24,15,0
264687,2022-03-17,3,1
264687,2022-08-24,2,1
264693,2022-03-15,2,0
264694,2022-03-06,12,1
264696,2022-02-26,2,1
264696,2022-03-01,2,1
264696,2022-04-05,2,1
264696,2022-04-26,2,1
264696,2022-06-14,2,1
264697,2022-02-24,2,0
264698,2022-02-24,2,0
264699,2022-02-27,2,1
264699,2022-03-03,3,1
264699,2022-04-09,2,0
264699,2022-04-14,2,0
264699,2022-09-12,2,0
264714,2022-02-24,2,0
264723,2022-06-15,2,0
264727,2022-03-11,2,0
264728,2022-02-24,2,0
264732,2022-03-17,11,1
264732,2022-03-21,2,1
264744,2022-02-26,3,0
264744,2022-03-02,2,0
264746,2022-03-04,10,1
264746,2022-03-09,4,1
264746,2022-03-18,7,1
264746,2022-03-23,3,1
264759,2022-02-24,2,0
264761,2022-03-01,2,1
264761,2022-03-12,5,1
264761,2022-03-21,8,1
264761,2022-04-05,2,1
264766,2022-02-25,3,0
264771,2022-02-24,2,0
264802,2022-09-23,2,0
264810,2022-06-25,3,0
264826,2022-02-25,2,1
264826,2022-03-07,9,1
264826,2022-03-12,4,1
264826,2022-03-19,6,1
264826,2022-03-30,6,1
264826,2022-04-05,3,1
264826,2022-04-12,2,1
264828,2022-04-30,2,0
264831,2022-05-10,2,0
264831,2022-05-24,2,0
264841,2022-02-25,2,0
264843,2022-04-12,2,0
264856,2022-03-04,2,1
264856,2022-03-10,3,1
264861,2022-02-25,2,0
264867,2022-02-26,3,0
264888,2022-02-26,3,1
264890,2022-02-25,2,0
264914,2022-08-17,2,0
264916,2022-02-26,3,1
264916,2022-03-06,7,1
264916,2022-03-09,2,1
264916,2022-03-16,6,1
264916,2022-03-23,2,1
264916,2022-04-12,2,1
264916,2022-05-26,5,1
264916,2022-06-07,2,1
264916,2022-06-16,3,1
264922,2022-02-25,2,0
264931,2022-08-16,2,0
264934,2022-03-01,3,0
264951,2022-02-26,2,0
264954,2022-03-07,2,0
264954,2022-06-15,12,0
264954,2022-06-22,5,0
264955,2022-02-26,2,0
264974,2022-02-26,2,0
264981,2022-02-28,2,0
265003,2022-02-27,2,0
265003,2022-04-03,3,0
265003,2022-04-13,3,1
265003,2022-04-17,3,1
265003,2022-04-27,3,1
265003,2022-05-03,2,1
265005,2022-04-13,2,1
265005,2022-04-22,3,1
265005,2022-04-28,4,1
265015,2022-02-27,3,0
265023,2022-03-04,5,1
265025,2022-02-28,2,1
265025,2022-03-03,2,1
265025,2022-04-10,2,1
265027,2022-03-04,2,0
265037,2022-02-26,2,0
265038,2022-02-26,2,0
265044,2022-04-07,2,1
265044,2022-05-13,4,1
265044,2022-05-17,2,1
265048,2022-03-21,2,0
265056,2022-04-26,2,0
265056,2022-09-02,2,0
265056,2022-09-07,3,0
265061,2022-02-27,2,0
265065,2022-02-28,3,0
265065,2022-03-13,3,0
265077,2022-02-28,3,1
265077,2022-03-11,2,1
265077,2022-03-16,3,1
265082,2022-10-05,3,0
265090,2022-02-27,2,0
265092,2022-05-03,7,0
265092,2022-05-09,2,0
265092,2022-05-21,11,0
265092,2022-05-26,4,0
265092,2022-06-10,13,0
265092,2022-06-14,3,0
265092,2022-06-20,4,0
265092,2022-06-25,4,0
265092,2022-07-04,7,0
265092,2022-07-16,6,0
265092,2022-08-05,2,0
265092,2022-08-19,3,0
265092,2022-08-24,4,0
265092,2022-09-09,3,0
265093,2022-02-27,2,1
265093,2022-03-02,2,1
265093,2022-03-23,2,1
265093,2022-03-28,2,1
265093,2022-04-02,4,1
265093,2022-04-09,2,1
265093,2022-04-27,2,1
265095,2022-03-08,2,0
265101,2022-04-08,2,1
265101,2022-05-01,2,1
265101,2022-05-17,4,1
265101,2022-05-28,2,1
265101,2022-06-23,2,1
265101,2022-08-03,5,1
265101,2022-09-09,9,1
265101,2022-09-17,2,1
265101,2022-10-01,7,1
265101,2022-10-20,18,1
265106,2022-02-28,2,1
265106,2022-03-07,2,1
265110,2022-03-02,5,1
265110,2022-03-14,3,1
265110,2022-03-23,6,1
265110,2022-04-04,3,1
265110,2022-04-11,3,1
265110,2022-04-20,4,1
265110,2022-04-24,2,1
265112,2022-02-28,2,0
265119,2022-02-28,3,0
265121,2022-03-09,2,1
265128,2022-02-27,2,0
265130,2022-08-03,4,1
265130,2022-08-08,3,1
265132,2022-03-05,2,0
265133,2022-02-27,2,0
265147,2022-03-08,8,0
265148,2022-03-04,2,0
265159,2022-02-27,2,0
265165,2022-04-04,2,1
265170,2022-02-27,2,0
265173,2022-03-30,3,0
265175,2022-02-28,2,0
265176,2022-03-02,2,0
265176,2022-03-06,3,1
265176,2022-03-13,4,1
265182,2022-03-01,2,1
265196,2022-04-02,2,1
265196,2022-04-16,2,1
265196,2022-05-02,2,1
265201,2022-03-03,5,1
265204,2022-03-21,2,0
265212,2022-03-01,2,0
265218,2022-03-07,3,1
265229,2022-03-05,2,0
265230,2022-02-28,2,0
265233,2022-02-28,2,0
265236,2022-02-28,2,0
265250,2022-02-28,2,1
265250,2022-03-12,3,1
265250,2022-03-17,4,1
265250,2022-03-27,8,1
265250,2022-04-10,13,1
265250,2022-04-14,3,1
265250,2022-04-25,10,1
265250,2022-04-30,4,1
265250,2022-05-15,2,1
265253,2022-03-17,2,0
265259,2022-03-01,3,0
265260,2022-02-28,2,0
265262,2022-03-02,4,1
265262,2022-03-06,3,1
265262,2022-03-21,3,1
265263,2022-02-28,2,0
265269,2022-02-28,2,0
265280,2022-02-28,2,0
265288,2022-03-01,2,0
265288,2022-03-05,2,0
265291,2022-03-01,2,0
265302,2022-03-01,2,1
265302,2022-03-10,3,1
265302,2022-03-18,2,1
265302,2022-03-26,2,1
265310,2022-04-01,20,1
265310,2022-04-12,10,1
265310,2022-04-29,5,1
265310,2022-05-03,3,1
265316,2022-03-02,3,0
265317,2022-03-04,5,1
265317,2022-03-11,3,1
265317,2022-03-15,2,1
265317,2022-03-18,2,1
265317,2022-03-25,3,1
265317,2022-03-30,3,1
265317,2022-04-02,2,1
265317,2022-04-25,6,1
265317,2022-05-02,3,0
265328,2022-03-03,4,1
265337,2022-03-15,2,1
265337,2022-08-20,2,1
265337,2022-08-25,3,1
265337,2022-09-09,2,1
265337,2022-09-16,6,1
265337,2022-09-21,2,1
265337,2022-10-01,2,1
265337,2022-10-04,2,1
265337,2022-10-18,2,1
265339,2022-03-02,3,1
265340,2022-03-04,2,0
265340,2022-03-12,3,0
265340,2022-03-16,2,0
265360,2022-03-01,2,0
265370,2022-08-20,6,1
265370,2022-09-11,2,1
265382,2022-03-01,2,0
265391,2022-03-01,2,0
265415,2022-03-02,3,1
265415,2022-03-05,2,1
265415,2022-03-11,5,1
265415,2022-03-18,6,1
265415,2022-03-22,3,1
265415,2022-03-25,2,1
265415,2022-04-10,2,1
265415,2022-04-16,2,1
265415,2022-04-23,2,1
265415,2022-05-08,3,1
265415,2022-07-07,4,1
265415,2022-07-11,3,1
265415,2022-07-25,4,1
265415,2022-08-06,2,1
265415,2022-08-11,3,1
265419,2022-03-04,2,0
265424,2022-03-05,6,1
265436,2022-03-01,2,0
265436,2022-03-04,2,0
265437,2022-03-01,2,0
265444,2022-03-02,2,0
265447,2022-03-02,2,0
265449,2022-03-07,3,0
265449,2022-03-13,3,1
265449,2022-03-25,10,1
265449,2022-05-19,2,1
265449,2022-06-09,3,1
265449,2022-09-24,2,1
265449,2022-09-28,3,1
265453,2022-03-03,3,0
265457,2022-03-04,4,0
265462,2022-03-04,4,1
265462,2022-06-18,2,1
265462,2022-07-24,2,1
265483,2022-03-02,2,1
265487,2022-03-03,2,0
265488,2022-03-03,2,0
265506,2022-03-04,4,1
265519,2022-03-15,2,1
265519,2022-04-03,6,1
265519,2022-04-17,3,1
265519,2022-04-29,5,1
265519,2022-07-08,5,1
265519,2022-07-12,2,1
265519,2022-10-16,2,1
265534,2022-04-02,3,0
265536,2022-03-02,2,0
265545,2022-03-02,2,0
265572,2022-03-10,9,1
265572,2022-03-15,2,1
265572,2022-03-22,6,1
265572,2022-03-25,2,1
265572,2022-04-02,6,1
265578,2022-03-03,2,1
265578,2022-03-08,4,1
265578,2022-03-11,2,1
265578,2022-03-14,2,1
265588,2022-03-10,2,1
265588,2022-03-15,2,1
265588,2022-03-31,4,1
265588,2022-04-08,4,1
265588,2022-04-28,4,1
265588,2022-05-11,3,1
265588,2022-05-18,3,1
265588,2022-05-25,4,1
265588,2022-06-06,5,1
265588,2022-06-13,2,1
265588,2022-06-29,3,1
265588,2022-07-09,3,1
265588,2022-07-14,2,1
265588,2022-07-30,4,1
265588,2022-08-03,3,1
265588,2022-08-08,2,1
265588,2022-10-13,3,1
265588,2022-10-20,3,1
265589,2022-03-03,2,0
265592,2022-03-04,2,0
265609,2022-03-03,2,0
265614,2022-03-03,2,0
265628,2022-03-16,4,1
265628,2022-03-23,5,1
265628,2022-03-28,2,1
265628,2022-04-16,5,1
265628,2022-05-12,2,1
265628,2022-05-15,2,1
265628,2022-07-06,2,1
265628,2022-07-12,2,1
265631,2022-03-04,3,0
265640,2022-03-08,3,0
265653,2022-03-10,4,1
265653,2022-03-16,2,1
265653,2022-04-12,2,1
265653,2022-04-30,2,1
265653,2022-06-01,2,1
265653,2022-06-27,2,1
265653,2022-07-20,2,1
265653,2022-07-29,2,1
265659,2022-03-09,3,0
265661,2022-03-03,2,0
265669,2022-03-03,2,0
265669,2022-03-08,2,0
265681,2022-03-04,2,0
265681,2022-03-11,4,0
265685,2022-10-13,12,1
265685,2022-10-20,6,1
265686,2022-03-07,4,1
265686,2022-03-27,2,1
265705,2022-03-08,2,0
265736,2022-03-05,3,0
265758,2022-03-05,2,0
265769,2022-03-30,2,0
265779,2022-03-04,2,1
265782,2022-03-08,2,0
265789,2022-04-05,2,1
265789,2022-04-27,3,1
265793,2022-03-04,2,0
265808,2022-03-07,2,0
265808,2022-03-15,2,0
265808,2022-03-19,3,0
265808,2022-06-21,2,0
265808,2022-06-30,2,0
265810,2022-03-06,3,0
265813,2022-03-06,3,1
265813,2022-03-11,3,1
265813,2022-03-23,2,1
265813,2022-03-31,2,1
265848,2022-05-21,2,1
265878,2022-03-06,2,1
265878,2022-03-10,3,1
265878,2022-03-17,5,1
265878,2022-03-21,2,1
265878,2022-04-11,5,1
265878,2022-04-27,4,1
265878,2022-05-11,2,1
265878,2022-05-29,2,1
265878,2022-06-01,2,1
265879,2022-03-12,7,1
265879,2022-03-15,2,1
265900,2022-03-14,2,0
265905,2022-03-05,2,0
265906,2022-04-01,2,1
265906,2022-09-10,2,1
265907,2022-03-07,4,0
265915,2022-09-27,4,0
265918,2022-03-09,2,1
265928,2022-03-11,7,1
265928,2022-03-18,3,1
265928,2022-03-25,6,1
265928,2022-04-01,6,1
265928,2022-04-17,7,1
265928,2022-05-10,2,1
265928,2022-05-20,2,1
265928,2022-06-07,11,1
265928,2022-06-14,2,1
265928,2022-09-27,3,1
265928,2022-10-01,2,1
265930,2022-03-06,2,0
265940,2022-03-07,2,0
265942,2022-04-05,2,0
265944,2022-03-06,2,0
265949,2022-03-07,2,0
265960,2022-03-06,2,0
265966,2022-03-14,10,1
265966,2022-03-26,11,1
265966,2022-04-08,12,1
265966,2022-04-13,2,1
265966,2022-04-24,5,1
265966,2022-04-28,2,1
265966,2022-05-02,2,1
265966,2022-05-25,3,1
265966,2022-06-10,2,1
265966,2022-07-20,2,1
265966,2022-07-27,3,1
265966,2022-10-20,3,1
265967,2022-03-10,6,1
265967,2022-03-15,3,1
265967,2022-04-05,3,1
265967,2022-04-14,4,1
265967,2022-04-22,7,1
265967,2022-04-28,5,1
265967,2022-05-03,3,1
265967,2022-05-11,5,1
265967,2022-06-06,6,1
265968,2022-04-20,2,0
265969,2022-03-06,2,0
265969,2022-03-09,2,0
265969,2022-05-02,2,0
265970,2022-03-08,4,1
265970,2022-03-11,2,1
265970,2022-03-24,3,1
265970,2022-03-30,2,1
265970,2022-04-07,3,1
265970,2022-04-13,2,1
265970,2022-06-10,3,1
265970,2022-07-10,2,1
265970,2022-07-15,4,1
265970,2022-07-22,2,1
265970,2022-07-28,3,1
265970,2022-08-21,8,1
265980,2022-03-06,2,0
265985,2022-03-06,2,0
265988,2022-03-07,3,0
265997,2022-03-06,2,0
266001,2022-03-09,5,1
266001,2022-03-20,9,1
266001,2022-04-11,4,1
266001,2022-04-23,5,1
266001,2022-04-27,3,1
266001,2022-05-11,9,1
266001,2022-05-17,2,1
266001,2022-05-25,4,1
266001,2022-06-01,2,1
266001,2022-06-09,2,1
266001,2022-06-16,3,1
266001,2022-06-19,2,1
266001,2022-06-22,2,1
266001,2022-06-25,2,1
266001,2022-07-09,3,1
266001,2022-07-16,4,1
266001,2022-07-23,2,1
266001,2022-09-15,2,1
266001,2022-09-22,3,1
266001,2022-09-29,6,1
266001,2022-10-07,6,1
266001,2022-10-15,6,1
266001,2022-10-20,4,1
266005,2022-08-17,2,0
266009,2022-03-06,2,0
266011,2022-03-07,2,0
266012,2022-03-27,3,1
266012,2022-04-01,2,1
266012,2022-04-12,7,1
266012,2022-04-24,5,1
266012,2022-05-01,3,1
266012,2022-06-12,3,1
266012,2022-06-27,10,1
266012,2022-07-22,24,1
266012,2022-07-27,4,1
266012,2022-08-09,2,1
266012,2022-09-06,2,1
266012,2022-10-03,2,1
266012,2022-10-16,7,1
266021,2022-03-07,2,0
266036,2022-03-07,2,0
266041,2022-04-01,3,0
266057,2022-03-22,2,0
266057,2022-05-12,2,0
266057,2022-05-26,2,0
266059,2022-03-09,4,0
266064,2022-03-07,2,0
266078,2022-03-07,2,0
266095,2022-03-20,7,1
266095,2022-04-02,12,1
266095,2022-04-15,12,0
266099,2022-04-13,2,1
266108,2022-03-15,2,1
266108,2022-03-23,3,1
266112,2022-04-24,22,1
266112,2022-04-29,3,1
266112,2022-05-05,5,0
266114,2022-03-07,2,0
266115,2022-03-07,2,0
266121,2022-03-15,2,0
266122,2022-03-07,2,0
266123,2022-03-07,2,1
266124,2022-03-07,2,0
266128,2022-03-17,3,0
266128,2022-03-31,2,0
266136,2022-03-08,2,1
266151,2022-03-08,2,0
266154,2022-03-08,2,0
266164,2022-03-08,2,0
266174,2022-03-10,2,0
266187,2022-06-22,2,0
266187,2022-07-25,3,1
266187,2022-07-29,3,1
266187,2022-08-06,2,1
266187,2022-08-25,18,1
266187,2022-09-17,12,1
266187,2022-09-27,9,1
266188,2022-03-08,2,0
266190,2022-03-10,3,0
266209,2022-05-08,3,0
266220,2022-03-08,2,0
266235,2022-03-09,2,0
266249,2022-03-11,2,1
266251,2022-03-08,2,0
266251,2022-03-15,2,0
266254,2022-03-08,2,0
266255,2022-03-15,3,0
266259,2022-03-08,2,0
266263,2022-03-08,2,0
266301,2022-03-08,2,0
266303,2022-03-11,3,0
266308,2022-03-08,2,1
266315,2022-04-09,2,0
266316,2022-03-09,2,0
266316,2022-03-19,5,1
266316,2022-03-26,6,1
266320,2022-03-09,2,0
266321,2022-08-16,3,0
266325,2022-03-10,3,1
266325,2022-03-21,4,1
266325,2022-03-31,3,1
266325,2022-04-09,2,1
266332,2022-03-26,19,1
266332,2022-05-20,2,1
266332,2022-06-04,5,1
266332,2022-06-09,4,1
266332,2022-06-16,6,1
266332,2022-06-27,3,1
266332,2022-07-25,3,1
266332,2022-09-01,8,1
266332,2022-09-17,2,1
266340,2022-03-27,2,0
266340,2022-04-12,5,0
266340,2022-04-26,2,0
266340,2022-08-18,3,0
266340,2022-10-03,2,0
266340,2022-10-08,4,0
266363,2022-03-09,2,0
266366,2022-03-11,3,1
266366,2022-03-17,4,1
266367,2022-03-09,2,0
266370,2022-03-10,3,0
266386,2022-03-11,4,1
266395,2022-05-06,4,1
266395,2022-05-12,4,1
266402,2022-03-15,4,1
266408,2022-03-12,2,0
266410,2022-03-11,3,1
266412,2022-03-10,3,0
266418,2022-03-10,2,0
266418,2022-03-19,6,0
266418,2022-03-25,3,0
266418,2022-03-28,2,0
266418,2022-05-11,2,0
266418,2022-06-30,3,0
266418,2022-07-15,3,0
266447,2022-03-10,3,0
266455,2022-03-11,4,1
266462,2022-03-10,3,1
266462,2022-03-20,6,1
266476,2022-03-10,2,0
266477,2022-03-25,4,0
266477,2022-04-12,2,1
266477,2022-07-06,2,1
266477,2022-08-03,3,1
266479,2022-03-10,2,0
266482,2022-03-10,2,0
266482,2022-03-14,3,0
266485,2022-03-11,3,1
266487,2022-03-10,2,0
266489,2022-03-12,3,1
266489,2022-03-18,2,1
266492,2022-03-13,2,1
266496,2022-03-14,2,1
266502,2022-03-16,2,0
266512,2022-03-17,3,1
266512,2022-04-04,5,1
266512,2022-04-09,3,1
266512,2022-04-16,6,1
266512,2022-04-23,6,1
266512,2022-04-27,3,1
266512,2022-05-17,2,1
266512,2022-05-20,2,1
266512,2022-05-27,3,1
266512,2022-06-07,10,1
266512,2022-06-12,2,1
266512,2022-06-23,2,1
266512,2022-06-27,3,1
266512,2022-07-17,18,1
266512,2022-07-22,4,1
266512,2022-07-26,2,1
266512,2022-08-13,4,1
266512,2022-08-21,4,1
266512,2022-08-26,3,1
266512,2022-09-01,2,1
266512,2022-09-16,4,1
266512,2022-09-26,2,1
266520,2022-03-10,2,0
266522,2022-03-20,5,0
266529,2022-03-16,8,1
266529,2022-04-01,5,1
266529,2022-05-13,4,1
266529,2022-05-18,2,1
266529,2022-05-21,2,1
266529,2022-05-31,2,1
266529,2022-06-09,2,1
266529,2022-06-18,3,1
266529,2022-06-21,2,1
266529,2022-07-13,5,1
266529,2022-08-07,2,1
266532,2022-03-11,3,0
266532,2022-08-16,2,0
266544,2022-03-14,6,1
266544,2022-03-21,2,1
266544,2022-03-27,2,1
266548,2022-03-18,10,1
266548,2022-03-26,6,1
266548,2022-04-01,5,1
266548,2022-04-21,18,1
266548,2022-04-29,7,1
266548,2022-05-04,3,1
266549,2022-03-13,4,1
266584,2022-04-28,2,1
266584,2022-06-16,3,1
266584,2022-07-22,2,1
266584,2022-08-09,2,1
266588,2022-03-10,2,0
266588,2022-03-15,2,0
266603,2022-03-13,5,1
266603,2022-03-18,4,1
266603,2022-03-23,3,1
266609,2022-03-10,2,0
266614,2022-03-14,4,1
266614,2022-03-21,6,1
266614,2022-04-01,9,1
266614,2022-04-09,4,1
266614,2022-05-24,2,1
266614,2022-06-12,2,1
266614,2022-06-16,3,1
266614,2022-06-23,3,1
266614,2022-06-28,3,1
266614,2022-07-04,3,1
266615,2022-03-11,2,1
266615,2022-03-16,2,1
266616,2022-03-18,9,1
266616,2022-03-25,4,1
266616,2022-04-01,4,1
266616,2022-04-08,2,1
