student_id,week_n,n_engagements,student_type_id,student_country
262389,05,1,0,MY
262390,05,3,0,US
262392,05,2,1,US
262392,06,2,1,US
262392,07,1,1,US
262397,05,1,0,PT
262400,05,1,0,US
262401,05,1,0,ID
262402,05,2,0,US
262404,05,1,0,US
262405,05,1,0,US
262406,05,1,1,US
262406,06,1,1,US
262406,15,7,1,US
262406,16,2,1,US
262406,34,1,1,US
262406,38,4,1,US
262406,39,3,1,US
262406,40,5,1,US
262406,42,1,1,US
262407,05,1,0,EG
262410,05,1,0,BB
262411,05,1,0,US
262412,08,5,1,AU
262412,09,3,1,AU
262412,10,3,1,AU
262412,11,1,1,AU
262412,12,4,1,AU
262412,15,2,1,AU
262412,16,1,1,AU
262412,19,1,1,AU
262412,21,5,1,AU
262412,24,4,1,AU
262412,38,2,1,AU
262412,39,3,1,AU
262412,40,1,1,AU
262412,41,2,1,AU
262412,42,1,1,AU
262414,05,4,1,US
262414,07,2,1,US
262414,08,2,1,US
262414,10,1,1,US
262414,11,1,1,US
262414,12,1,1,US
262414,13,4,1,US
262414,15,1,1,US
262414,16,1,1,US
262414,23,6,1,US
262414,24,2,1,US
262414,25,4,1,US
262414,26,4,1,US
262414,27,1,1,US
262414,28,2,1,US
262414,29,3,1,US
262414,36,1,1,US
262421,06,1,1,US
262421,07,1,1,US
262421,08,2,1,US
262421,09,3,1,US
262421,11,1,1,US
262422,05,1,0,ID
262424,05,1,0,EG
262424,08,3,0,EG
262427,05,1,0,IN
262430,05,1,0,US
262432,05,1,0,ET
262433,06,1,0,IN
262434,05,1,0,PK
262436,05,1,0,IN
262439,05,1,0,US
262440,05,1,0,IN
262442,05,1,0,IN
262442,06,1,0,IN
262443,05,1,0,US
262444,05,1,0,KE
262447,06,1,0,EG
262450,05,1,0,NG
262450,06,4,0,NG
262456,05,1,0,TR
262457,05,3,0,KW
262457,06,1,0,KW
262457,07,5,1,KW
262457,08,3,1,KW
262457,09,7,1,KW
262457,10,1,1,KW
262457,11,1,1,KW
262458,05,1,0,US
262459,05,3,1,CA
262459,07,7,1,CA
262459,08,2,1,CA
262459,11,1,1,CA
262459,12,5,1,CA
262459,13,4,1,CA
262459,14,5,1,CA
262459,15,5,1,CA
262459,16,5,1,CA
262459,17,6,1,CA
262459,18,6,1,CA
262459,28,5,1,CA
262459,29,2,1,CA
262459,32,2,1,CA
262459,33,1,1,CA
262459,37,1,1,CA
262459,40,2,1,CA
262459,41,6,1,CA
262459,42,3,1,CA
262462,05,1,0,US
262464,05,1,0,IN
262465,05,1,0,ID
262467,05,2,0,TR
262469,05,1,0,GH
262469,24,1,0,GH
262470,05,4,1,US
262470,06,1,1,US
262470,07,4,1,US
262470,08,1,1,US
262470,10,1,1,US
262471,05,1,0,JM
262474,10,1,0,IN
262481,05,1,0,LY
262482,05,1,0,ID
262485,05,1,0,NG
262487,06,1,0,US
262487,10,1,0,US
262487,13,1,0,US
262487,17,5,1,US
262487,18,1,1,US
262487,19,1,1,US
262487,22,1,1,US
262487,27,1,1,US
262487,30,2,1,US
262487,32,1,1,US
262488,05,1,0,BY
262490,05,1,0,AU
262491,06,1,0,IN
262492,05,1,0,EG
262495,05,2,0,NG
262495,06,1,0,NG
262496,05,1,0,KR
262497,05,1,0,BR
262499,05,1,0,IN
262501,05,1,0,ET
262503,05,1,0,FR
262506,05,2,0,IN
262512,05,1,0,KE
262514,05,1,0,GB
262518,05,1,0,IN
262520,05,1,0,KE
262522,05,1,0,RU
262524,05,1,0,US
262526,05,1,0,IN
262529,05,1,0,IN
262530,05,1,0,NG
262530,06,1,0,NG
262530,08,1,0,NG
262531,05,2,0,CL
262532,05,1,0,SA
262533,05,2,0,IN
262534,05,1,0,CO
262535,05,1,0,PH
262536,05,2,0,SA
262539,05,1,0,MX
262543,05,1,0,US
262544,06,3,0,IN
262545,05,2,0,US
262548,05,1,0,CI
262548,31,1,0,CI
262548,33,4,0,CI
262548,38,1,0,CI
262549,05,1,0,IN
262550,06,2,1,US
262550,07,1,1,US
262550,08,1,1,US
262550,09,2,1,US
262550,10,4,1,US
262550,11,2,1,US
262551,05,2,0,IN
262551,06,1,0,IN
262552,06,1,0,US
262553,05,1,0,BD
262557,05,1,0,SA
262558,05,1,0,BD
262566,13,1,0,BD
262566,23,1,0,BD
262567,05,1,0,US
262569,05,1,0,NG
262569,07,3,0,NG
262569,09,5,1,NG
262569,10,5,1,NG
262569,11,6,1,NG
262569,12,4,1,NG
262569,13,5,0,NG
262569,14,5,0,NG
262569,15,5,0,NG
262569,17,1,0,NG
262569,18,1,0,NG
262569,21,1,0,NG
262569,26,4,1,NG
262569,27,4,1,NG
262569,28,3,1,NG
262569,29,3,1,NG
262569,30,5,0,NG
262569,31,6,0,NG
262569,32,4,1,NG
262569,33,5,1,NG
262569,34,7,1,NG
262569,35,7,1,NG
262569,36,7,1,NG
262569,37,6,1,NG
262569,38,5,1,NG
262569,39,6,1,NG
262569,40,6,1,NG
262569,41,3,0,NG
262569,42,1,0,NG
262576,05,2,0,NO
262577,05,1,0,FR
262578,05,1,0,CA
262578,06,1,0,CA
262578,13,2,0,CA
262580,05,2,0,CO
262580,06,5,1,CO
262580,07,6,1,CO
262580,08,7,1,CO
262580,09,5,1,CO
262580,10,4,1,CO
262580,11,1,0,CO
262580,13,2,1,CO
262580,14,2,1,CO
262580,15,2,1,CO
262580,27,2,1,CO
262580,28,3,1,CO
262580,33,1,1,CO
262580,36,3,1,CO
262580,37,4,1,CO
262580,38,5,1,CO
262580,39,6,1,CO
262580,40,6,1,CO
262580,41,7,1,CO
262580,42,2,1,CO
262582,05,1,0,BD
262583,05,1,0,US
262584,05,1,0,GB
262585,05,4,1,MX
262585,06,5,1,MX
262585,07,2,1,MX
262585,08,1,1,MX
262585,10,2,1,MX
262585,11,7,1,MX
262585,12,3,1,MX
262585,13,1,1,MX
262585,14,5,1,MX
262585,15,6,1,MX
262585,16,6,1,MX
262585,17,1,1,MX
262585,18,4,1,MX
262585,22,1,1,MX
262585,25,1,1,MX
262585,26,1,1,MX
262585,27,1,1,MX
262585,29,1,1,MX
262585,31,2,1,MX
262585,35,1,1,MX
262587,05,1,0,ID
262593,05,1,0,BD
262594,05,1,0,NG
262594,06,1,0,NG
262594,25,1,0,NG
262596,05,2,1,US
262596,06,5,1,US
262596,07,3,1,US
262596,08,5,1,US
262596,09,2,1,US
262596,10,5,1,US
262596,15,1,1,US
262596,27,1,1,US
262596,28,5,1,US
262596,30,1,1,US
262598,05,2,0,PH
262599,05,1,1,US
262599,06,1,1,US
262599,08,3,1,US
262599,09,6,1,US
262599,10,6,1,US
262599,11,5,1,US
262599,12,4,1,US
262599,13,4,1,US
262599,14,1,1,US
262599,15,3,1,US
262599,16,2,1,US
262601,05,1,0,EG
262603,05,1,0,US
262603,06,1,0,US
262604,05,1,0,IN
262608,05,1,0,IN
262609,05,1,0,IN
262611,05,1,0,RO
262611,12,1,0,RO
262612,05,1,0,KE
262613,05,1,1,SE
262613,06,2,1,SE
262616,05,1,0,DE
262616,07,1,0,DE
262617,05,1,0,IN
262617,08,2,0,IN
262617,09,4,0,IN
262617,10,2,0,IN
262618,13,1,0,IN
262619,05,1,0,MY
262620,05,1,0,NG
262621,05,1,0,TR
262623,05,1,0,PH
262625,05,1,0,NG
262629,05,1,0,EG
262631,06,1,0,BR
262634,05,1,1,ES
262634,06,2,1,ES
262634,07,2,1,ES
262634,08,2,1,ES
262634,09,1,1,ES
262634,16,1,1,ES
262634,19,3,1,ES
262634,20,1,1,ES
262634,21,2,1,ES
262634,25,1,1,ES
262634,34,1,1,ES
262634,35,1,1,ES
262634,36,2,1,ES
262634,37,1,1,ES
262634,38,2,1,ES
262634,41,1,1,ES
262634,42,2,1,ES
262635,05,1,0,MY
262636,05,1,0,US
262640,05,1,0,EG
262641,05,3,1,ES
262641,06,7,1,ES
262641,07,3,1,ES
262641,08,4,1,ES
262641,09,6,1,ES
262641,10,7,1,ES
262641,11,2,1,ES
262641,12,3,1,ES
262641,13,2,1,ES
262641,14,2,1,ES
262641,15,2,1,ES
262641,16,3,1,ES
262641,18,1,1,ES
262641,20,2,1,ES
262641,22,2,1,ES
262641,23,1,1,ES
262641,24,3,1,ES
262641,26,2,1,ES
262641,27,3,1,ES
262641,28,5,1,ES
262641,29,2,1,ES
262641,30,4,1,ES
262641,31,6,1,ES
262641,32,1,1,ES
262641,35,4,1,ES
262641,36,2,1,ES
262641,37,2,1,ES
262641,38,5,1,ES
262641,39,3,1,ES
262641,40,1,1,ES
262643,05,3,1,CA
262643,06,6,1,CA
262643,07,4,1,CA
262643,08,7,1,CA
262643,09,5,1,CA
262643,10,5,1,CA
262643,11,1,1,CA
262643,13,2,1,CA
262643,14,1,1,CA
262643,20,2,0,CA
262643,21,1,0,CA
262643,23,1,0,CA
262643,25,2,0,CA
262643,26,7,0,CA
262643,30,2,0,CA
262643,31,7,0,CA
262643,33,4,1,CA
262643,34,7,1,CA
262643,35,7,1,CA
262643,36,7,1,CA
262643,37,7,0,CA
262643,39,3,0,CA
262644,05,1,0,DE
262644,06,1,0,DE
262644,07,1,0,DE
262645,05,2,0,IN
262645,06,1,0,IN
262646,05,1,0,IN
262648,05,2,1,US
262648,07,1,1,US
262648,10,1,1,US
262648,11,1,1,US
262649,05,1,0,FI
262651,05,1,0,CA
262653,05,1,0,GB
262657,05,1,0,EG
262658,05,1,0,TR
262660,05,1,0,GR
262661,05,1,0,NG
262662,05,1,0,NG
262664,05,1,0,IN
262667,05,1,0,ID
262670,09,1,0,IN
262671,05,1,0,SL
262672,05,1,0,TR
262673,05,1,0,SO
262674,05,3,0,US
262675,05,1,1,US
262675,06,2,1,US
262675,07,1,1,US
262676,08,1,0,NL
262676,16,1,0,NL
262677,05,2,1,GB
262677,06,4,1,GB
262677,07,2,1,GB
262677,09,3,1,GB
262677,27,1,1,GB
262677,35,1,1,GB
262677,36,1,1,GB
262679,05,1,0,IN
262679,11,2,0,IN
262682,05,1,0,ZA
262683,05,1,0,BD
262684,05,1,0,SG
262685,05,2,0,EG
262686,07,1,0,KE
262689,05,1,0,GB
262691,05,1,0,TR
262693,05,1,0,ID
262695,05,1,0,US
262695,06,2,0,US
262698,05,1,0,EG
262699,39,1,0,AL
262700,05,1,0,US
262702,05,1,0,NG
262703,05,1,0,TR
262704,05,2,0,EG
262704,06,1,0,EG
262705,05,2,0,BR
262705,06,1,0,BR
262705,07,1,0,BR
262705,08,3,0,BR
262705,39,2,0,BR
262706,05,2,0,US
262706,26,1,0,US
262707,05,1,0,JO
262709,05,1,0,EG
262710,05,2,0,VN
262711,06,2,0,IN
262711,16,1,0,IN
262711,17,1,0,IN
262711,41,1,0,IN
262712,05,1,0,PH
262712,06,1,0,PH
262714,05,1,0,PH
262714,07,2,1,PH
262714,08,4,1,PH
262714,09,4,1,PH
262714,10,3,1,PH
262714,11,1,1,PH
262714,13,2,1,PH
262714,17,1,1,PH
262714,18,2,1,PH
262714,19,1,1,PH
262714,21,2,1,PH
262714,22,1,1,PH
262714,23,1,1,PH
262714,24,3,1,PH
262714,26,1,1,PH
262714,27,4,1,PH
262714,29,2,1,PH
262714,30,3,1,PH
262714,31,2,1,PH
262714,33,1,1,PH
262715,05,1,0,IN
262717,05,1,0,PH
262718,05,1,0,US
262720,06,2,0,NG
262720,08,1,0,NG
262721,05,1,0,US
262724,25,1,0,IN
262725,05,1,0,SD
262726,06,3,1,IN
262726,08,2,1,IN
262729,05,1,0,PE
262730,06,2,0,EE
262731,05,1,0,KE
262732,05,1,0,IN
262732,12,1,0,IN
262734,05,1,0,RU
262736,05,1,0,ET
262737,07,1,0,TN
262738,05,1,0,GB
262738,06,2,1,GB
262738,07,2,1,GB
262738,08,2,1,GB
262738,28,1,1,GB
262739,05,1,0,AU
262739,06,3,0,AU
262739,07,3,0,AU
262739,08,1,0,AU
262742,26,1,0,NG
262746,05,1,0,FR
262747,05,2,0,IN
262747,06,2,0,IN
262747,10,1,0,IN
262747,27,1,0,IN
262750,05,2,1,BD
262750,06,2,1,BD
262750,07,1,1,BD
262750,12,1,1,BD
262750,13,1,1,BD
262752,05,1,0,IN
262754,05,2,1,US
262754,06,4,1,US
262754,07,2,1,US
262754,08,3,1,US
262754,10,1,1,US
262754,12,3,1,US
262754,13,1,1,US
262754,18,1,1,US
262754,19,1,1,US
262754,22,2,1,US
262754,29,1,1,US
262754,36,1,1,US
262754,37,3,1,US
262755,06,1,0,CA
262757,05,1,0,IN
262761,05,1,0,KW
262761,12,4,1,KW
262761,13,4,1,KW
262761,14,4,1,KW
262761,28,1,1,KW
262761,29,2,1,KW
262761,31,3,1,KW
262761,33,4,1,KW
262761,34,3,1,KW
262761,35,1,1,KW
262762,05,1,0,SA
262763,05,1,0,EG
262764,05,1,0,NG
262767,10,1,0,NG
262771,05,1,0,AE
262773,05,1,0,IN
262777,05,1,0,IN
262779,06,1,0,IN
262781,05,1,0,EG
262782,06,3,0,KE
262784,05,2,1,GB
262784,06,7,1,GB
262784,07,7,1,GB
262784,08,6,1,GB
262784,09,7,1,GB
262784,10,2,1,GB
262784,11,1,1,GB
262784,12,1,1,GB
262784,13,1,1,GB
262784,24,1,1,GB
262784,25,2,1,GB
262784,30,1,1,GB
262784,33,1,1,GB
262784,35,1,1,GB
262784,42,1,1,GB
262785,05,1,0,TW
262788,05,1,0,US
262791,05,1,0,CA
262791,06,2,0,CA
262791,07,1,0,CA
262791,08,1,0,CA
262792,05,1,1,CA
262792,06,7,1,CA
262792,07,7,1,CA
262792,08,5,1,CA
262792,09,4,1,CA
262792,10,4,1,CA
262792,11,3,1,CA
262792,13,1,1,CA
262792,14,3,1,CA
262792,15,5,1,CA
262792,16,2,1,CA
262793,05,1,0,IN
262794,05,1,0,FR
262798,05,1,0,IN
262799,05,1,0,BD
262805,05,1,0,BD
262806,12,1,0,US
262806,13,1,0,US
262806,14,1,0,US
262807,05,1,0,NZ
262808,05,1,0,US
262809,06,1,0,IN
262812,05,1,0,IN
262816,05,1,0,IN
262817,06,3,1,US
262817,07,2,1,US
262817,08,2,1,US
262817,09,3,1,US
262817,10,2,1,US
262817,22,3,1,US
262817,24,4,1,US
262817,25,4,1,US
262817,26,1,1,US
262817,28,4,1,US
262817,29,6,1,US
262817,30,1,1,US
262818,05,1,0,BD
262819,05,1,0,US
262819,06,3,1,US
262819,07,1,1,US
262819,15,1,1,US
262819,17,1,1,US
262819,18,1,1,US
262819,19,6,1,US
262819,20,1,1,US
262819,22,1,1,US
262819,25,2,1,US
262820,05,1,0,DE
262820,07,1,0,DE
262821,05,1,1,NZ
262821,06,3,1,NZ
262821,08,2,1,NZ
262821,09,1,1,NZ
262821,10,3,1,NZ
262821,13,4,1,NZ
262821,14,4,1,NZ
262821,18,1,1,NZ
262821,20,1,1,NZ
262822,06,1,0,IN
262823,05,1,0,IN
262826,05,1,1,HK
262826,06,1,1,HK
262826,07,2,1,HK
262826,08,1,1,HK
262826,09,1,1,HK
262827,05,1,0,US
262829,05,1,0,AZ
262830,05,1,0,AZ
262832,05,1,0,BD
262834,05,1,0,IN
262835,05,1,0,SA
262839,05,1,0,GB
262840,05,1,0,TR
262843,05,1,0,AU
262843,11,1,0,AU
262845,05,1,0,NP
262845,06,1,0,NP
262846,05,1,0,IN
262848,05,1,0,GB
262850,05,1,0,AE
262857,05,1,0,EG
262858,05,1,0,IN
262858,06,1,0,IN
262858,33,1,0,IN
262859,05,1,0,NG
262861,05,1,1,US
262861,35,2,1,US
262861,36,2,1,US
262861,37,2,1,US
262861,38,2,1,US
262861,40,1,1,US
262861,41,1,1,US
262866,05,1,0,IN
262868,05,1,0,BO
262870,05,1,0,AU
262870,06,4,0,AU
262870,08,1,0,AU
262870,09,3,0,AU
262870,10,1,0,AU
262870,26,1,0,AU
262875,05,1,0,US
262876,05,1,0,CL
262876,40,1,0,CL
262877,05,1,0,SA
262880,06,1,0,CA
262880,07,1,0,CA
262882,22,1,0,US
262885,05,1,0,NG
262885,13,1,0,NG
262886,05,1,0,GB
262886,17,1,0,GB
262889,05,1,0,PT
262890,05,1,0,IT
262891,06,1,0,BR
262892,06,1,0,US
262892,11,1,0,US
262893,06,1,0,IN
262907,06,4,0,IN
262907,07,6,0,IN
262907,08,1,0,IN
262908,06,5,1,US
262908,07,5,1,US
262908,08,4,1,US
262908,09,3,1,US
262908,10,2,1,US
262908,11,1,1,US
262908,12,1,1,US
262908,23,1,0,US
262912,06,1,0,IN
262916,06,1,0,KE
262919,06,1,0,SG
262923,06,1,0,SA
262925,08,1,0,IN
262927,07,1,0,ES
262928,06,1,0,ME
262929,08,1,0,KE
262929,13,1,0,KE
262930,06,1,0,ES
262932,06,1,0,AZ
262932,10,1,0,AZ
262935,06,1,0,PK
262936,06,1,0,CM
262937,06,1,0,IN
262939,06,2,0,FR
262941,06,1,0,IN
262942,06,1,0,PH
262944,06,1,1,ID
262944,26,1,1,ID
262947,06,3,0,VN
262948,06,2,0,NG
262948,07,1,0,NG
262953,06,1,0,IN
262955,06,1,1,CA
262955,18,2,1,CA
262955,21,1,1,CA
262955,27,2,1,CA
262955,31,1,1,CA
262955,32,1,1,CA
262957,06,1,0,IN
262962,06,2,0,US
262964,06,1,0,JO
262967,06,5,1,EG
262969,06,1,0,ID
262971,06,2,0,US
262973,06,5,1,US
262977,06,2,0,IE
262977,39,1,0,IE
262977,42,1,0,IE
262979,18,1,0,BD
262980,06,1,0,US
262981,06,1,0,ET
262983,06,3,0,IN
262985,06,1,0,NG
262986,06,2,0,US
262986,09,1,0,US
262986,11,1,0,US
262988,06,4,1,US
262988,07,5,1,US
262988,08,7,1,US
262988,09,7,1,US
262988,10,6,1,US
262988,11,7,1,US
262988,12,6,1,US
262988,13,5,1,US
262988,14,1,1,US
262988,15,4,1,US
262988,16,3,1,US
262988,17,2,1,US
262988,18,3,1,US
262988,19,1,1,US
262988,21,1,1,US
262988,22,1,1,US
262988,23,1,1,US
262988,25,1,1,US
262988,27,2,1,US
262988,28,7,1,US
262988,29,3,1,US
262988,34,1,1,US
262988,36,1,1,US
262988,37,2,1,US
262989,06,1,0,SD
262990,06,1,0,TN
262992,06,2,1,EC
262992,08,1,1,EC
262992,14,5,1,EC
262992,15,4,1,EC
262992,16,4,1,EC
262992,17,1,1,EC
262994,06,1,0,US
262995,08,1,0,IN
262997,06,2,0,PE
262998,06,1,0,EG
263000,06,7,1,US
263000,07,7,1,US
263000,08,5,1,US
263000,09,4,1,US
263002,06,1,0,FR
263003,06,1,0,US
263004,06,2,0,EG
263005,06,1,0,EG
263006,06,1,0,US
263006,10,1,0,US
263007,06,1,0,US
263008,06,1,0,CL
263008,13,2,1,CL
263008,14,3,1,CL
263008,15,3,1,CL
263008,17,1,1,CL
263008,24,2,1,CL
263008,25,1,1,CL
263008,38,1,1,CL
263008,39,1,1,CL
263016,06,1,0,IN
263021,06,1,0,CA
263022,06,1,0,IN
263024,06,2,0,IN
263024,11,1,0,IN
263024,14,1,0,IN
263027,06,2,0,AU
263029,06,1,0,US
263029,32,1,0,US
263032,06,2,0,ID
263032,07,1,0,ID
263032,10,1,0,ID
263043,06,1,0,IL
263045,06,1,0,PL
263047,06,2,0,KE
263049,07,1,0,IN
263050,06,1,0,NP
263054,06,1,0,US
263055,06,4,0,US
263057,06,1,0,TR
263057,10,1,0,TR
263061,06,1,0,US
263061,07,1,0,US
263063,06,1,0,GB
263064,06,1,0,EG
263065,06,4,1,SG
263065,07,6,1,SG
263065,08,3,1,SG
263065,09,1,1,SG
263065,10,1,1,SG
263065,22,1,1,SG
263065,25,1,1,SG
263065,33,1,1,SG
263066,06,2,0,US
263067,06,1,0,TH
263071,06,2,0,CZ
263071,07,1,0,CZ
263076,06,5,1,SD
263076,07,6,1,SD
263076,08,7,1,SD
263076,09,7,1,SD
263076,10,6,1,SD
263076,11,6,1,SD
263076,12,5,1,SD
263076,13,5,1,SD
263076,14,5,1,SD
263076,15,5,1,SD
263076,16,4,1,SD
263076,17,3,1,SD
263076,18,5,1,SD
263076,19,7,1,SD
263076,20,5,1,SD
263076,23,2,1,SD
263076,24,3,1,SD
263076,25,2,1,SD
263076,26,1,1,SD
263076,27,1,1,SD
263076,28,1,1,SD
263076,29,1,1,SD
263076,30,1,1,SD
263076,32,1,1,SD
263076,33,2,1,SD
263076,36,1,1,SD
263076,37,1,1,SD
263076,38,1,1,SD
263076,39,1,1,SD
263076,40,1,1,SD
263083,06,1,0,ID
263084,06,1,0,SG
263085,06,1,0,TT
263086,07,1,0,IN
263087,06,4,1,IN
263087,07,7,1,IN
263087,08,6,1,IN
263087,09,2,1,IN
263087,10,3,1,IN
263087,11,4,1,IN
263087,12,1,1,IN
263087,13,2,1,IN
263087,14,5,1,IN
263087,15,2,1,IN
263087,18,2,1,IN
263087,21,5,1,IN
263087,22,5,1,IN
263087,23,5,1,IN
263087,24,2,1,IN
263087,25,6,1,IN
263087,26,5,1,IN
263087,27,5,1,IN
263087,28,3,1,IN
263087,29,3,1,IN
263087,33,3,1,IN
263087,34,2,1,IN
263087,35,1,1,IN
263087,37,1,1,IN
263087,40,3,1,IN
263087,41,1,1,IN
263090,06,1,0,GH
263092,06,1,0,MY
263093,06,1,0,GB
263094,06,1,0,GH
263096,06,1,0,NG
263101,06,3,0,IN
263101,27,1,0,IN
263103,06,1,0,IN
263103,08,2,0,IN
263103,09,2,0,IN
263104,06,3,1,PL
263104,08,3,1,PL
263104,09,1,1,PL
263104,12,2,1,PL
263104,22,1,1,PL
263112,06,4,1,CA
263112,07,5,1,CA
263112,08,5,1,CA
263112,10,1,1,CA
263112,11,2,1,CA
263113,06,2,0,TN
263115,06,1,0,DE
263118,06,1,1,JO
263118,07,1,1,JO
263118,08,3,1,JO
263118,09,2,1,JO
263118,10,2,1,JO
263118,11,1,1,JO
263118,22,1,1,JO
263118,23,2,1,JO
263118,24,2,1,JO
263118,25,4,1,JO
263118,26,1,1,JO
263118,28,1,1,JO
263118,29,1,1,JO
263120,06,5,1,NL
263120,07,5,1,NL
263120,08,6,1,NL
263120,09,3,1,NL
263120,10,4,1,NL
263122,06,2,0,GB
263124,06,1,0,TR
263126,06,1,1,TH
263126,07,3,1,TH
263126,08,2,1,TH
263126,09,5,1,TH
263126,10,2,1,TH
263131,06,1,0,NG
263136,06,1,0,IN
263137,06,1,0,US
263138,06,3,0,CO
263139,06,1,0,KR
263141,06,1,0,IN
263143,06,1,0,US
263144,06,1,0,PH
263146,06,2,1,CA
263146,07,1,1,CA
263146,09,1,1,CA
263147,06,1,0,IN
263148,06,1,0,QA
263151,06,1,0,IN
263152,06,1,0,IN
263153,06,5,0,GR
263153,07,1,0,GR
263154,06,3,0,US
263155,06,1,0,TR
263156,15,1,0,BG
263158,06,2,0,ID
263162,06,1,0,DZ
263162,08,1,0,DZ
263162,41,1,0,DZ
263164,06,2,0,BG
263164,08,1,0,BG
263168,06,1,0,KE
263168,09,1,0,KE
263168,10,1,0,KE
263170,06,1,0,IN
263171,06,1,0,SA
263172,06,1,0,HK
263177,06,1,0,FR
263178,06,1,0,SE
263178,07,1,0,SE
263179,06,1,0,ZA
263180,06,1,0,EG
263187,06,1,0,PE
263187,07,1,0,PE
263187,10,1,0,PE
263187,15,1,0,PE
263187,17,2,0,PE
263189,06,1,0,US
263192,06,1,0,ZA
263192,07,1,0,ZA
263194,06,1,0,AE
263195,06,1,0,IN
263196,06,2,0,GB
263196,12,2,0,GB
263197,06,2,0,KE
263197,07,1,0,KE
263197,08,5,0,KE
263197,09,3,0,KE
263197,10,3,0,KE
263197,11,4,0,KE
263197,12,5,0,KE
263197,13,1,0,KE
263197,14,4,0,KE
263197,15,4,0,KE
263197,26,1,0,KE
263197,27,1,0,KE
263197,31,1,0,KE
263197,33,1,0,KE
263198,06,1,0,IN
263200,06,1,0,FR
263205,06,2,0,UZ
263206,06,1,0,IN
263208,06,1,0,EG
263210,06,4,1,GB
263210,07,2,1,GB
263210,08,1,1,GB
263210,11,1,1,GB
263212,06,1,0,DE
263213,06,1,0,KE
263216,06,2,1,GB
263216,07,2,1,GB
263216,08,1,1,GB
263216,10,1,1,GB
263218,06,1,0,IN
263220,06,3,0,IN
263221,06,1,0,IN
263224,06,1,0,US
263227,06,2,0,US
263227,07,2,0,US
263227,08,2,0,US
263227,11,1,0,US
263227,13,1,0,US
263227,15,1,0,US
263229,06,1,0,CA
263230,06,1,0,TR
263231,06,4,1,CA
263231,07,5,1,CA
263231,08,2,1,CA
263231,09,2,1,CA
263231,12,2,1,CA
263231,23,4,1,CA
263232,06,1,0,US
263234,06,1,0,US
263234,07,1,0,US
263235,06,3,0,EG
263236,24,1,0,CA
263237,06,1,0,US
263238,06,1,0,BR
263239,06,1,0,GB
263242,06,1,0,IN
263244,06,1,0,IN
263253,06,2,0,US
263254,06,1,0,KE
263254,08,1,0,KE
263256,06,1,0,IN
263257,06,1,0,AM
263264,06,1,0,ID
263264,07,2,0,ID
263268,06,1,0,IN
263270,06,1,0,KR
263272,06,1,0,IN
263272,07,1,0,IN
263273,06,2,0,NG
263276,06,2,0,ZA
263278,06,1,0,GE
263279,06,2,0,IN
263281,06,1,0,IN
263282,06,1,0,IN
263283,07,1,0,IN
263284,06,1,0,GA
263289,06,2,0,GE
263290,06,1,0,LK
263293,07,5,1,NG
263293,08,7,1,NG
263293,09,7,1,NG
263293,10,5,1,NG
263293,11,6,1,NG
263293,12,7,1,NG
263293,13,5,1,NG
263293,14,7,1,NG
263293,15,3,1,NG
263293,16,5,1,NG
263293,17,6,1,NG
263293,18,5,1,NG
263293,19,5,1,NG
263293,20,2,1,NG
263293,21,1,1,NG
263293,28,2,1,NG
263293,29,3,1,NG
263293,33,1,1,NG
263293,34,6,1,NG
263293,35,4,1,NG
263293,36,4,1,NG
263293,37,2,1,NG
263293,40,1,1,NG
263293,41,1,1,NG
263293,42,2,1,NG
263295,06,1,0,ZA
263295,07,1,0,ZA
263295,10,1,0,ZA
263295,11,1,0,ZA
263295,27,2,0,ZA
263296,06,1,1,US
263296,13,1,1,US
263296,19,1,1,US
263296,21,1,1,US
263296,28,1,1,US
263296,35,1,1,US
263298,06,1,0,ZA
263299,06,1,0,US
263300,06,2,1,US
263300,07,5,1,US
263300,08,2,1,US
263300,09,3,1,US
263300,22,1,1,US
263301,06,2,0,AR
263301,07,5,0,AR
263303,06,1,0,CO
263304,06,1,0,EG
263307,18,1,1,GB
263307,24,2,1,GB
263307,27,1,1,GB
263307,28,3,1,GB
263307,29,2,1,GB
263307,30,1,1,GB
263307,31,1,1,GB
263307,32,1,1,GB
263307,38,1,1,GB
263307,39,3,1,GB
263309,15,2,0,US
263309,17,5,0,US
263309,18,3,0,US
263309,19,2,0,US
263309,20,4,0,US
263309,21,2,0,US
263309,22,3,1,US
263309,23,1,1,US
263309,24,2,1,US
263309,25,3,1,US
263309,29,2,1,US
263309,30,2,1,US
263309,31,2,1,US
263309,32,3,1,US
263309,34,4,1,US
263309,35,1,1,US
263309,36,1,1,US
263310,06,1,0,DZ
263314,06,1,0,US
263317,06,1,0,PE
263319,06,1,0,US
263320,06,1,0,VN
263321,06,2,1,US
263321,07,4,1,US
263321,08,2,1,US
263321,11,1,1,US
263321,13,1,1,US
263321,16,1,1,US
263321,17,1,1,US
263321,19,3,1,US
263321,20,5,1,US
263321,21,5,1,US
263321,22,4,1,US
263321,25,5,1,US
263321,26,4,1,US
263321,29,6,1,US
263321,30,2,1,US
263321,31,1,1,US
263321,34,4,1,US
263321,35,4,1,US
263321,36,5,1,US
263321,40,1,1,US
263321,41,2,1,US
263321,42,1,1,US
263322,06,1,0,ID
263323,06,2,0,IN
263324,06,1,0,SG
263328,06,1,0,IN
263331,06,1,0,LK
263332,06,1,0,IN
263333,06,1,0,US
263334,06,1,0,NG
263336,06,1,0,TH
